category,date,url,title
Hearings,10/28/21,https://www.banking.senate.gov/hearings/new-era-for-consumer-protection-the-consumer-financial-protection-bureaus-semi-annual-report-to-congress,New Era for Consumer Protection: The Consumer Financial Protection Bureau’s Semi-Annual Report to Congress
Hearings,10/26/21,https://www.banking.senate.gov/hearings/10/19/2021/nomination-hearing,Nomination Hearing
Hearings,10/21/21,https://www.banking.senate.gov/hearings/how-private-equity-landlords-are-changing-the-housing-market,How Private Equity Landlords are Changing the Housing Market
Hearings,10/20/21,https://www.banking.senate.gov/hearings/protecting-companies-and-communities-from-private-equity-abuse,Protecting Companies and Communities from Private Equity Abuse
Minority Press Release,10/22/21,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-fed-announcing-new-ethics-rules,Toomey Statement on Fed Announcing New Ethics Rules
Majority Press Release,10/21/21,https://www.banking.senate.gov/newsroom/majority/brown-statement-on-fed-stock-trading-announcement,Brown Statement on Fed Stock Trading Announcement
Minority Press Release,10/21/21,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-fsoc-report-on-global-warming,Toomey Statement on FSOC Report on Global Warming
Minority Press Release,10/21/21,https://www.banking.senate.gov/newsroom/minority/toomey-and-johnson-call-on-gao-to-immediately-withdraw-global-warming-report,Toomey and Johnson Call on GAO to Immediately Withdraw Global Warming Report
Minority Press Release,10/21/21,https://www.banking.senate.gov/newsroom/minority/toomey-highlights-reckless-housing-provisions-in-democrats-35-t-spending-spree,Toomey Highlights Reckless Housing Provisions in Democrats’ $3.5 T Spending Spree
Majority Press Release,10/21/21,https://www.banking.senate.gov/newsroom/majority/brown-lays-out-private-equitys-harmful-impact-on-renters-communities,"Brown Lays Out Private Equity’s Harmful Impact on Renters, Communities"
Majority Press Release,10/20/21,https://www.banking.senate.gov/newsroom/majority/warren-baldwin-brown-pocan-jayapal-colleagues-reintroduce-bold-legislation-to-fundamentally-reform-the-private-equity-industry,"Warren, Baldwin, Brown, Pocan, Jayapal, Colleagues Reintroduce Bold Legislation to Fundamentally Reform the Private Equity Industry"
Majority Press Release,10/20/21,https://www.banking.senate.gov/newsroom/majority/brown-calls-on-newly-confirmed-cfpb-director-chopra-to-review-the-tenant-screening-industry,Brown Calls On Newly-confirmed CFPB Director Chopra To Review The Tenant Screening Industry
Minority Press Release,10/20/21,https://www.banking.senate.gov/newsroom/minority/toomey-criticizes-omarovas-plan-to-have-federal-government-set-price-controls,Toomey Criticizes Omarova’s Plan to Have Federal Government Set Price Controls
