category,date,title,url,video
Hearings,03/23/2022,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,03/22/2022,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,03/16/2022,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
