category,date,title,url,video
Hearings,02/09/2022,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,02/08/2022,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
