category,date,url,content
Hearing Transcripts,05/10/22,https://www.foreign.senate.gov/download/transcript0504202210,Update on U.S.-Russia Policy
Nominations,05/10/22,https://www.congress.gov/nomination/117th-congress/1371,"Elizabeth H. Richard, of Virginia, a Career Member of the Senior Foreign Service, Class of Career Minister, to be Coordinator for Counterterrorism, with the rank and status of Ambassador at Large, vice Nathan Alexander Sales."
Nominations,05/10/22,https://www.congress.gov/nomination/117th-congress/1999,"Bridget A. Brink, of Michigan, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Ukraine."
Nominations,05/10/22,https://www.congress.gov/nomination/117th-congress/1693,"Alexander Mark Laskaris, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be an Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Chad."
