category,date,url,content
Nominations,08/09/21,https://www.congress.gov/nomination/117th-congress/493,"One nomination, beginning with Maureen E. Cormack, and ending with Maureen E. Cormack"
Nominations,08/09/21,https://www.congress.gov/nomination/117th-congress/495,"Rena Bitter, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor,  to be an Assistant Secretary of State (Consular Affairs), vice Carl C. Risch."
Nominations,08/09/21,https://www.congress.gov/nomination/117th-congress/251,"One nomination, beginning with Mark W. Libby, and ending with Mark W. Libby"
Nominations,08/09/21,https://www.congress.gov/nomination/117th-congress/252,"Gentry O. Smith, of Virginia, to be an Assistant Secretary of State (Diplomatic Security), vice Michael T. Evanoff, resigned."
Nominations,08/06/21,https://www.congress.gov/nomination/117th-congress/253,"Jose W. Fernandez, of New York, to be United States Alternate Governor of the International Bank for Reconstruction and Development for a term of five years; United States Alternate Governor of the Inter-American Development Bank for a term of five years, vice Keith Krach."
Nominations,08/06/21,https://www.congress.gov/nomination/117th-congress/734,"Jose W. Fernandez, of New York, to be United States Alternate Governor of the European Bank for Reconstruction and Development, vice Keith Krach."
Nominations,08/06/21,https://www.congress.gov/nomination/117th-congress/733,"Jose W. Fernandez, of New York, to be an Under Secretary of State (Economic Growth, Energy, and the Environment), vice Keith Krach."
Nominations,08/05/21,https://www.congress.gov/nomination/117th-congress/383,"Marc Ostfield, of Pennsylvania, a Career Member of the Senior Executive Service, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Paraguay."
Nominations,08/05/21,https://www.congress.gov/nomination/117th-congress/497,"Troy Damian Fitrell, of Virginia, a Career Member of the Senior Foreign Service, Class of Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Guinea."
Nominations,08/05/21,https://www.congress.gov/nomination/117th-congress/496,"Michael Raynor, of Maryland, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Senegal, and to serve concurrently and without additional compensation as Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Guinea-Bissau."
