category,date,url,title
Majority Press Release,03/16/22,https://www.banking.senate.gov/newsroom/majority/brown-moves-fed-and-fhfa-nominees,Brown Moves Fed and FHFA Nominees
Majority Press Release,03/16/22,https://www.banking.senate.gov/newsroom/majority/brown-admin-study-private-equity-companies-workers-retirements,Brown Presses Admin to Study How Private Equity Companies Are Endangering Workers' Retirements
Majority Press Release,03/16/22,https://www.banking.senate.gov/newsroom/majority/brown-statement-fomc-meeting,Brown Statement on FOMC Meeting
Majority Press Release,03/15/22,https://www.banking.senate.gov/newsroom/majority/brown-statement-federal-reserve-nominees,Brown Statement on the Federal Reserve Nominees
Majority Press Release,03/15/22,https://www.banking.senate.gov/newsroom/majority/brown-transit-communities-investment-infrastructure,"Brown: Better, Faster Transit Will Help Communities Grow"
Minority Press Release,03/17/22,https://www.banking.senate.gov/newsroom/minority/toomey-ukraine-is-actively-utilizing-crypto-to-save-lives,Toomey: Ukraine is Actively Utilizing Crypto to Save Lives
Minority Press Release,03/16/22,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-fed-fhfa-nominees,"Toomey Statement on Fed, FHFA Nominees"
Minority Press Release,03/15/22,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-sarah-bloom-raskin-withdrawing-her-nomination,Toomey Statement on Sarah Bloom Raskin Withdrawing Her Nomination
Minority Press Release,03/15/22,https://www.banking.senate.gov/newsroom/minority/toomey-opening-statement-at-transit-hearing,Toomey Opening Statement at Transit Hearing
Minority Press Release,03/14/22,https://www.banking.senate.gov/newsroom/minority/toomey-urges-brown-to-move-forward-with-fed-nominees,Toomey Urges Brown to Move Forward with Fed Nominees
Markups,03/16/22,https://www.banking.senate.gov/hearings/03/16/2022/executive-session,Executive Session
Hearings,03/22/22,https://www.banking.senate.gov/hearings/building-a-resilient-economy-shoring-up-supply,Building a Resilient Economy: Shoring Up Supply
Hearings,03/17/22,https://www.banking.senate.gov/hearings/understanding-the-role-of-digital-assets-in-illicit-finance,Understanding the Role of Digital Assets in Illicit Finance
Hearings,03/15/22,https://www.banking.senate.gov/hearings/advancing-public-transportation-under-the-bipartisan-infrastructure-law,Advancing Public Transportation under the Bipartisan Infrastructure Law
