category,date,url,content
Nominations,05/03/22,https://www.congress.gov/nomination/117th-congress/2048,"Gerald H. Acker, of Michigan, to be a Commissioner on the part of the United States on the International Joint Commission, United States and Canada, vice Jane L. Corwin, resigning."
