category,date,url,content
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1692,"Jane Hartley, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the United Kingdom of Great Britain and Northern Ireland."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/903,"2 nominations, beginning with John Breidenstine, and ending with Michael Lally"
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1577,"One nomination, beginning with Leon Skarshinski, and ending with Leon Skarshinski"
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1252,"Amy Gutmann, of Pennsylvania, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Federal Republic of Germany."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1694,"Joseph Donnelly, of Indiana, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Holy See."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1691,"Alan M. Leventhal, of Massachusetts, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Kingdom of Denmark."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1693,"Elizabeth Frawley Bagley, of Florida, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Federative Republic of Brazil."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1567,"Alexander Mark Laskaris, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be an Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Chad."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1060,"Lisa A. Carty, of Maryland, to be Representative of the United States of America on the Economic and Social Council of the United Nations, with the rank of Ambassador."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/782,"Scott A. Nathan, of Massachusetts, to be Chief Executive Officer of the United States International Development Finance Corporation, vice Adam Seth Boehler."
Nominations,01/20/22,https://www.congress.gov/nomination/117th-congress/1061,"Chantale Yokmin Wong, of the District of Columbia, to be United States Director of the Asian Development Bank, with the rank of Ambassador, vice Jason Myung-lk Chung."
