category,date,title,url,video
Hearings,12/08/2021,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,12/07/2021,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,12/01/2021,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,11/30/2021,"Open Hearing:  Nomination of Ms. Shannon Corless to be the Assistant Secretary for Intelligence and Analysis, Department of the Treasury",https://www.intelligence.senate.gov/hearings,
