category,date,url,content
Nominations,07/22/21,,"Tamara Cofman Wittes, of the District of Columbia, to be an Assistant Administrator of the United States Agency for International Development, vice Michael T. Harvey."
Nominations,07/22/21,,"Tom Udall, of New Mexico, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to New Zealand, and to serve concurrently and without additional compensation as Ambassador Extraordinary and Plenipotentiary of the United States of America to the Independent State of Samoa."
Nominations,07/22/21,,"Thomas R. Nides, of Minnesota, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the State of Israel."
Nominations,07/21/21,,"Bonnie D. Jenkins, of New York, to be Under Secretary of State for Arms Control and International Security, vice Andrea L. Thompson, resigned."
Legislation,07/22/21,https://www.congress.gov/bill/117th-congress/senate-resolution/165,A resolution calling on the Government of the Russian Federation to provide evidence or to release United States citizen Paul Whelan.
Legislation,07/22/21,https://www.congress.gov/bill/117th-congress/senate-resolution/67,"A resolution calling for the immediate release of Trevor Reed, a United States citizen who was unjustly found guilty and sentenced to 9 years in a Russian prison."
Legislation,07/21/21,https://www.congress.gov/bill/117th-congress/house-bill/1079,Desert Locust Control Act
Legislation,07/21/21,https://www.congress.gov/bill/117th-congress/senate-resolution/310,"A resolution expressing solidarity with Cuban citizens demonstrating peacefully for fundamental freedoms, condemning the Cuban regime's acts of repression, and calling for the immediate release of arbitrarily detained Cuban citizens."
Legislation,07/21/21,https://www.congress.gov/bill/117th-congress/house-bill/1158,Refugee Sanitation Facility Safety Act of 2021
Legislation,07/21/21,https://www.congress.gov/bill/117th-congress/house-bill/1036,Bassam Barabandi Rewards for Justice Act
Legislation,07/21/21,https://www.congress.gov/bill/117th-congress/house-bill/2118,Securing America From Epidemics Act
