category,date,url,content
Nominations,03/02/22,https://www.congress.gov/nomination/117th-congress/1010, 08/09/2021
Nominations,03/02/22,https://www.congress.gov/nomination/117th-congress/780,"Virginia E. Palmer, of Virginia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Ghana."
Nominations,03/02/22,https://www.congress.gov/nomination/117th-congress/775,"Claire A. Pierangelo, of California, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Madagascar, and to serve concurrently and without additional compensation as Ambassador Extraordinary and Plenipotentiary of the United States of America to the Union of the Comoros."
Nominations,03/01/22,https://www.congress.gov/nomination/117th-congress/1811,"78 nominations, beginning with Ranissa V. Adityavarman, and ending with Todd R. Stone"
Nominations,03/01/22,https://www.congress.gov/nomination/117th-congress/1810,"306 nominations, beginning with Bryan Patrick Abraham, and ending with Matthew Zuccaro"
Nominations,03/01/22,https://www.congress.gov/nomination/117th-congress/1290,"Donald Armin Blome, of Illinois, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Islamic Republic of Pakistan."
Nominations,03/01/22,https://www.congress.gov/nomination/117th-congress/1812,"9 nominations, beginning with Barrett David Bumpas, and ending with Charles Y. Wang"
