category,date,title,url,video
Hearings,11/17/2021,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
Hearings,11/16/2021,Closed Briefing:  Intelligence Matters,https://www.intelligence.senate.gov/hearings,
