category,date,url,title
Hearings,03/15/22,https://www.banking.senate.gov/hearings/advancing-public-transportation-under-the-bipartisan-infrastructure-law,Advancing Public Transportation under the Bipartisan Infrastructure Law
Hearings,03/08/22,https://www.banking.senate.gov/hearings/examining-mandatory-arbitration-in-financial-service-products,Examining Mandatory Arbitration in Financial Service Products
Majority Press Release,03/09/22,https://www.banking.senate.gov/newsroom/majority/brown-applauds-president-bidens-ban-on-russian-energy-imports,Brown Applauds President Biden's Ban on Russian Energy Imports
Majority Press Release,03/09/22,https://www.banking.senate.gov/newsroom/majority/brown-applauds-president-bidens-crypto-executive-order,Brown Applauds President Biden's Crypto Executive Order
Majority Press Release,03/08/22,https://www.banking.senate.gov/newsroom/majority/brown-banning-forced-arbitration-will-give-consumers-back-their-rights,Brown: Banning Forced Arbitration Will Give Consumers Back Their Rights
Majority Press Release,03/07/22,https://www.banking.senate.gov/newsroom/majority/brown-introduces-bill-to-protect-consumers-by-banning-forced-arbitration,Brown Introduces Bill to Protect Consumers By Banning Forced Arbitration
Majority Press Release,03/04/22,https://www.banking.senate.gov/newsroom/majority/waters-brown-gottheimer-request-information-on-financing-of-domestic-violent-extremism,"Waters, Brown, Gottheimer Request Information on Financing of Domestic Violent Extremism"
Minority Press Release,03/09/22,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-president-bidens-executive-order-on-digital-assets,Toomey Statement on President Biden’s Executive Order on Digital Assets
Minority Press Release,03/08/22,https://www.banking.senate.gov/newsroom/minority/banking-republicans-call-on-biden-administration-to-pause-financial-regulatory-efforts-that-threaten-americas-energy-security,Banking Republicans Call on Biden Administration to Pause Financial Regulatory Efforts That Threaten America’s Energy Security
Minority Press Release,03/08/22,https://www.banking.senate.gov/newsroom/minority/toomey-restricting-arbitration-would-benefit-trial-lawyers-at-the-expense-of-consumers,Toomey: Restricting Arbitration Would Benefit Trial Lawyers at the Expense of Consumers
