category,date,url,title
majority,07/15/21,https://www.finance.senate.gov/chairmans-news/senators-sound-alarm-on-big-telecom-effort-to-limit-national-suicide-hotline,Senators Sound Alarm on Big Telecom Effort to Limit National Suicide Hotline
hearings,07/14/21,https://www.finance.senate.gov/hearings/defending-and-investing-in-us-competitiveness,Defending and Investing in U.S. Competitiveness
majority,07/14/21,https://www.finance.senate.gov/chairmans-news/majority-leader-schumer-senate-finance-committee-chair-wyden-and-senator-booker-release-discussion-draft-of-cannabis-administration-and-opportunity-act-legislation-to-end-the-federal-cannabis-prohibition-and-unfair-targeting-of-communities-of-color-,"Majority Leader Schumer, Senate Finance Committee Chair Wyden And Senator Booker Release Discussion Draft Of Cannabis Administration And Opportunity Act, Legislation To End The Federal Cannabis Prohibition And Unfair Targeting Of Communities Of Color"
