category,date,url,content
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-bill/2516,"A bill to prohibit the United States International Development Finance Corporation from imposing restrictions on the source of energy used by power-generation projects intended to provide affordable electricity in IDA-eligible countries or IDA-blend countries and to require the Corporation to promote a technology- and fuel-neutral, all-of-the-above energy development strategy for such countries."
Nominations,07/27/21,,"Rufus Gifford, of Massachusetts, to be Chief of Protocol, and to have the rank of Ambassador during his tenure of service, vice Sean P. Lawler, resigned."
Nominations,07/27/21,,"Christopher P. Lu, of Virginia, to be an Alternate Representative of the United States of America to the Sessions of the General Assembly of the United Nations, during his tenure of service as Representative of the United States of America to the United Nations for U.N. Management and Reform."
Nominations,07/27/21,,"Lee Satterfield, of South Carolina, to be an Assistant Secretary of State (Educational and Cultural Affairs), vice Marie Royce."
Nominations,07/27/21,,"Christopher P. Lu, of Virginia, to be Representative of the United States of America to the United Nations for U.N. Management and Reform, with the rank of Ambassador."
Nominations,07/27/21,,"Isobel Coleman, of New York, to be a Deputy Administrator of the United States Agency for International Development, vice Jenny A. McGee"
Nominations,07/26/21,,"John R. Bass, of New York, a Career Member of the Senior Foreign Service, Class of Career Minister, to be an Under Secretary of State (Management), vice Brian J. Bulatao."
Nominations,07/26/21,,"David L. Cohen, of Pennsylvania, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Canada."
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-resolution/310,"A resolution expressing solidarity with Cuban citizens demonstrating peacefully for fundamental freedoms, condemning the Cuban regime's acts of repression, and calling for the immediate release of arbitrarily detained Cuban citizens."
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-bill/2494,"A bill to counter malign influence, require transparency, and promote accountability within the United Nations system, and for other purposes."
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-bill/2297,"A bill to improve global health, and for other purposes."
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-resolution/326,A resolution commemorating the 200th anniversary of the independence of the Republic of Peru.
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-bill/2509,A bill to authorize the New Partnerships Initiative to expand and diversify the partner base of the United States Agency for International Development and to provide more entry points for organizations to work with USAID.
Legislation,07/28/21,https://www.congress.gov/bill/117th-congress/senate-bill/812,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes."
Legislation,07/27/21,https://www.congress.gov/bill/117th-congress/senate-resolution/322,"A resolution reaffirming the alliance between the United States and Bulgaria, congratulating Bulgaria on its July 11, 2021 parliamentary elections, and calling for continued progress in Bulgaria towards combating corruption, respecting the freedom of the press, and protecting minority rights."
Legislation,07/27/21,https://www.congress.gov/bill/117th-congress/senate-bill/2479,"A bill to withhold United States contributions to the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), and for other purposes."
