category,date,url,title
Majority Press Release,05/12/22,https://www.banking.senate.gov/newsroom/majority/brown-applauds-the-confirmation-of-president-bidens-federal-reserve-slate,Brown Applauds the Confirmation of President Biden’s Federal Reserve Slate
Majority Press Release,05/11/22,https://www.banking.senate.gov/newsroom/majority/brown-applauds-the-confirmation-of-dr-philip-jefferson-to-the-federal-reserve-board,Brown Applauds the Confirmation of Dr. Philip Jefferson to the Federal Reserve Board
Majority Press Release,05/11/22,https://www.banking.senate.gov/newsroom/majority/brown-applauds-julia-gordons-confirmation-to-hud,Brown Applauds Julia Gordon’s Confirmation to HUD
Majority Press Release,05/10/22,https://www.banking.senate.gov/newsroom/majority/brown-applauds-the-historic-confirmation-of-dr-lisa-cook-to-the-federal-reserve-board,Brown Applauds the Historic Confirmation of Dr. Lisa Cook to the Federal Reserve Board
Majority Press Release,05/10/22,https://www.banking.senate.gov/newsroom/majority/brown-fsoc-should-protect-workers-not-wall-street,Brown: FSOC Should Protect Workers Not Wall Street
Minority Press Release,05/12/22,https://www.banking.senate.gov/newsroom/minority/toomey-congratulates-fed-chairman-powell-on-his-confirmation,Toomey Congratulates Fed Chairman Powell on His Confirmation
Minority Press Release,05/11/22,https://www.banking.senate.gov/newsroom/minority/toomey-opposes-gordon-for-fha,Toomey Opposes Gordon for FHA
Minority Press Release,05/10/22,https://www.banking.senate.gov/newsroom/minority/toomey-fed-nominee-lisa-cook-unqualified-to-fight-inflation,Toomey: Fed Nominee Lisa Cook Unqualified to Fight Inflation
Minority Press Release,05/10/22,https://www.banking.senate.gov/newsroom/minority/toomey-fsoc-must-focus-on-real-risks-not-political-issues,"Toomey: FSOC Must Focus on Real Risks, Not Political Issues"
Hearings,05/19/22,https://www.banking.senate.gov/hearings/05/12/2022/nomination-hearing,Nomination Hearing
Hearings,05/18/22,https://www.banking.senate.gov/hearings/addressing-climate-change-with-energy-efficient-and-resilient-housing,Addressing Climate Change with Energy-Efficient and Resilient Housing
Hearings,05/10/22,https://www.banking.senate.gov/hearings/05/03/2022/the-financial-stability-oversight-council-annual-report-to-congress,The Financial Stability Oversight Council Annual Report to Congress
