category,date,url,title
hearings,2/09/22,http://www.hsgac.senate.gov/hearings/02/02/2022/business-meeting_1,Full Committee Hearing : Business Meeting
hearings,2/08/22,http://www.hsgac.senate.gov/hearings/responding-to-and-learning-from-the-log4shell-vulnerability,Full Committee Hearing : Responding to and Learning from the Log4Shell Vulnerability
hearings,2/03/22,http://www.hsgac.senate.gov/hearings/nominations-of-william-j-valdez-to-be-under-secretary-for-management-us-department-of-homeland-security-dimitri-kusnezov-to-be-under-secretary-for-science-and-technology-us-department-of-homeland-security-and-the-honorable-kenneth-l-wainstein-to-be-under-secretary-for-intelligence_analysis-us-department-of-homeland-security,"Full Committee Hearing : Nominations of William J. Valdez to be Under Secretary for Management, U.S. Department of Homeland Security; Dimitri Kusnezov to be Under Secretary for Science & Technology, U.S. Department of Homeland Security; and the Honorable Kenneth L. Wainstein to be Under Secretary for Intelligence & Analysis, U.S. Department of Homeland Security"
hearings,2/02/22,http://www.hsgac.senate.gov/hearings/02/02/2022/business-meeting-,Full Committee Hearing : Business Meeting
hearings,2/01/22,http://www.hsgac.senate.gov/hearings/nominations-of-the-honorable-shalanda-d-young-to-be-director-office-of-management-and-budget-and-nani-a-coloretti-to-be-deputy-director-office-of-management-and-budget,"Full Committee Hearing : Nominations of the Honorable Shalanda D. Young to be Director, Office of Management and Budget, and the Honorable Nani A. Coloretti to be Deputy Director, Office of Management and Budget"
minority,2/3/22,http://www.hsgac.senate.gov/media/minority-media/at-hearing-portman-stresses-need-to-hold-china-accountable-for-rampant-theft-of-us-research-and-intellectual-property,"At Hearing, Portman Stresses Need to Hold China Accountable for Rampant Theft of U.S. Research & Intellectual Property"
majority,2/2/22,http://www.hsgac.senate.gov/media/majority-media/peters-and-scott-bipartisan-legislation-to-save-taxpayer-dollars-by-ensuring-federal-property-and-assets-are-disaster-resilient-advances-in-senate,Peters & Scott Bipartisan Legislation to Save Taxpayer Dollars by Ensuring Federal Property and Assets Are Disaster Resilient Advances in Senate
majority,2/2/22,http://www.hsgac.senate.gov/media/majority-media/peters-and-padilla-bill-to-strengthen-federal-disaster-response-for-minority-rural-and-disabled-communities-advances-in-senate,"Peters & Padilla Bill to Strengthen Federal Disaster Response for Minority, Rural and Disabled Communities Advances in Senate"
minority,2/3/22,http://www.hsgac.senate.gov/media/minority-media/portman-highlights-importance-of-holding-china-accountable-securing-southern-border-and-strengthening-cybersecurity-at-hsgac-hearing-to-consider-dhs-nominees,"Portman Highlights Importance of Holding China Accountable, Securing Southern Border & Strengthening Cybersecurity at HSGAC Hearing to Consider DHS Nominees"
minority,2/3/22,http://www.hsgac.senate.gov/media/minority-media/portman-johnson-introduce-legislation-to-prohibit-tsa-from-accepting-arrest-warrants-as-valid-proof-of-id,"Portman, Johnson Introduce Legislation to Prohibit TSA from Accepting Arrest Warrants as Valid Proof of ID"
minority,2/3/22,http://www.hsgac.senate.gov/media/minority-media/portman-carper-applaud-committee-passage-of-bipartisan-bill-to-ensure-remaining-stamps-to-promote-wildlife-conservation-are-sold,"Portman, Carper Applaud Committee Passage of Bipartisan Bill to Ensure Remaining Stamps to Promote Wildlife Conservation Are Sold"
minority,2/2/22,http://www.hsgac.senate.gov/media/minority-media/portman-to-biden-administration-stop-giving-a-green-light-to-human-smugglers-and-drug-traffickers,Portman to Biden Administration: Stop Giving a Green Light to Human Smugglers and Drug Traffickers
minority,2/2/22,http://www.hsgac.senate.gov/media/minority-media/portman-van-hollen-hyde-smith-peters-make-bipartisan-push-for-independent-investigation-into-usps-delivery-of-free-materials-for-the-blind-and-physically-handicapped,"Portman, Van Hollen, Hyde-Smith, Peters Make Bipartisan Push for Independent Investigation Into USPS Delivery of Free Materials for the Blind & Physically Handicapped"
minority,2/2/22,http://www.hsgac.senate.gov/media/minority-media/portman-brown-legislation-to-name-avondale-cincinnati-post-office-for-ohio-world-war-ii-aviators-advances-from-the-senate-homeland-security-and-governmental-affairs-committee,"Portman, Brown Legislation to Name Avondale Cincinnati Post Office for Ohio World War II Aviators Advances From the Senate Homeland Security and Governmental Affairs Committee"
minority,2/1/22,http://www.hsgac.senate.gov/media/minority-media/portman-secures-commitment-from-nominee-to-be-director-of-omb-to-produce-requested-oversight-documents-in-two-weeks,Portman Secures Commitment from Nominee to be Director of OMB to Produce COVID-19 Requested Oversight Documents in Two Weeks
minority,2/1/22,http://www.hsgac.senate.gov/media/minority-media/portman-at-hsgac-hearing-omb-must-work-with-congress-to-address-challenges-facing-america,Portman at HSGAC Hearing: OMB Must Work with Congress to Address Challenges Facing America
