category,date,url,title
hearings,03/17/22,https://www.finance.senate.gov/hearings/examining-charitable-giving-and-trends-in-the-nonprofit-sector,Examining Charitable Giving and Trends in the Nonprofit Sector
hearings,03/16/22,https://www.finance.senate.gov/hearings/prescription-drug-price-inflation-an-urgent-need-to-lower-drug-prices-in-medicare,Prescription Drug Price Inflation: An Urgent Need to Lower Drug Prices in Medicare
hearings,03/15/22,https://www.finance.senate.gov/hearings/the-promise-and-challenge-of-strategic-trade-engagement-in-the-indo-pacific-region,The Promise and Challenge of Strategic Trade Engagement in the Indo-Pacific Region
majority,03/16/22,https://www.finance.senate.gov/chairmans-news/wyden-statement-at-finance-committee-hearing-on-the-prescription-drug-price-inflation-an-urgent-need-to-lower-drug-prices,Wyden Statement at Finance Committee Hearing on the Prescription Drug Price Inflation: An Urgent Need to Lower Drug Prices
majority,03/15/22,https://www.finance.senate.gov/chairmans-news/memorandum-appointment-of-elaine-trevino-to-biden-administration-,Memorandum: Appointment of Elaine Trevino to Biden Administration
majority,03/15/22,https://www.finance.senate.gov/chairmans-news/wyden-urges-cms-to-ease-financial-strain-on-independent-pharmacies-medicare-beneficiaries,"Wyden Urges CMS to Ease Financial Strain on Independent Pharmacies, Medicare Beneficiaries"
majority,03/15/22,https://www.finance.senate.gov/chairmans-news/finance-committee-to-examine-charitable-giving-and-trends-in-the-nonprofit-sector,Finance Committee to Examine Charitable Giving and Trends in the Nonprofit Sector
majority,03/15/22,https://www.finance.senate.gov/chairmans-news/wyden-statement-at-finance-committee-hearing-on-the-promise-and-challenge-of-strategic-trade-engagement-in-the-indo-pacific-region,Wyden Statement at Finance Committee Hearing on the Promise and Challenge of Strategic Trade Engagement in the Indo-Pacific Region
majority,03/11/22,https://www.finance.senate.gov/chairmans-news/wyden-outlines-new-tax-policies-to-hold-russia-accountable-for-ukraine-invasion,Wyden Outlines New Tax Policies to Hold Russia Accountable for Ukraine Invasion
majority,03/11/22,https://www.finance.senate.gov/chairmans-news/wyden-praises-biden-call-to-end-normal-trade-relations-with-russia,Wyden Praises Biden Call to End Normal Trade Relations with Russia
minority,03/17/22,https://www.finance.senate.gov/ranking-members-news/crapo-statement-at-hearing-on-charitable-giving,Crapo Statement at Hearing on Charitable Giving
minority,03/16/22,https://www.finance.senate.gov/ranking-members-news/crapo-statement-at-hearing-on-prescription-drug-pricing,Crapo Statement at Hearing on Prescription Drug Pricing
minority,03/15/22,https://www.finance.senate.gov/ranking-members-news/crapo-inflation-foundation-existed-prior-to-russias-invasion-of-ukraine,Crapo: Inflation Foundation Existed Prior to Russia’s Invasion of Ukraine
minority,03/15/22,https://www.finance.senate.gov/ranking-members-news/crapo-statement-at-hearing-on-strategic-trade-engagement-in-the-indo-pacific-region,Crapo Statement at Hearing on Strategic Trade Engagement in the Indo-Pacific Region
minority,03/12/22,https://www.finance.senate.gov/ranking-members-news/crapo-weakening-putin-requires-targeting-russias-oil-and-boosting-us-energy-production,Crapo: Weakening Putin requires targeting Russia's oil and boosting US energy production
minority,03/11/22,https://www.finance.senate.gov/ranking-members-news/crapo-congress-should-act-quickly-on-bipartisan-legislation-to-suspend-trade-relations-with-russia,Crapo: Congress Should Act Quickly on Bipartisan Legislation to Suspend Trade Relations with Russia
