category,date,url,content
Legislation,08/03/21,https://www.congress.gov/bill/117th-congress/senate-bill/2587,A bill to oppose the provision of assistance to the People's Republic of China by the multilateral development banks.
Nominations,08/02/21,https://www.congress.gov/nomination/117th-congress/952,"Jonathan Eric Kaplan, of California, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Singapore."
Nominations,08/02/21,https://www.congress.gov/nomination/117th-congress/954,"Amy Elizabeth Searight, of the District of Columbia, to be an Assistant Administrator of the United States Agency for International Development, vice Jonathan Nicholas Stivers."
Nominations,08/02/21,https://www.congress.gov/nomination/117th-congress/953,"Francisco O. Mora, of Florida, to be Permanent Representative of the United States of America to the Organization of American States, with the rank of Ambassador, vice Carlos Trujillo."
Legislation,08/03/21,https://www.congress.gov/bill/117th-congress/senate-resolution/310,"A resolution expressing solidarity with Cuban citizens demonstrating peacefully for fundamental freedoms, condemning the Cuban regime's acts of repression, and calling for the immediate release of arbitrarily detained Cuban citizens."
Legislation,07/30/21,https://www.congress.gov/bill/117th-congress/senate-bill/2297,"A bill to improve global health, and for other purposes."
Legislation,07/29/21,https://www.congress.gov/bill/117th-congress/senate-bill/2543,A bill to require a study on the national security implications of the People's Republic of China's efforts to create an official digital currency.
Legislation,07/29/21,https://www.congress.gov/bill/117th-congress/senate-bill/2545,"A bill to establish a comprehensive United States Government initiative to build the capacity of young leaders and entrepreneurs in Africa, and for other purposes."
Legislation,07/29/21,https://www.congress.gov/bill/117th-congress/senate-bill/2570,"A bill to establish grant programs to improve the health of residents along the United States-Mexico and Unites States-Canada borders and for all hazards preparedness in the border areas, including with respect to bioterrorism, infectious disease, and other emerging biothreats, and for other purposes."
Nominations,08/02/21,https://www.congress.gov/nomination/117th-congress/727,"14 nominations, beginning with Wade C. Martin, and ending with Fernando Ospina"
Nominations,08/02/21,https://www.congress.gov/nomination/117th-congress/724,"41 nominations, beginning with Gabriel J. Allison, and ending with Amanda M. Zeidan"
Nominations,08/02/21,https://www.congress.gov/nomination/117th-congress/479,"4 nominations, beginning with Susannah Holmes, and ending with Aaron Rodgers"
Nominations,07/29/21,https://www.congress.gov/nomination/117th-congress/477,"2 nominations, beginning with Russell Anthony Duncan, and ending with Mark Clayton Prescott"
Nominations,07/29/21,https://www.congress.gov/nomination/117th-congress/359,"2 nominations, beginning with Jeanne Frances Bailey, and ending with Bruce J. Zanin"
Nominations,07/29/21,https://www.congress.gov/nomination/117th-congress/478,"One nomination, beginning with Marc Clayton Gilkey, and ending with Marc Clayton Gilkey"
