category,date,url,content
Hearing Transcripts,05/05/22,https://www.foreign.senate.gov/download/nominations120121,Transcript
Nominations,05/09/22,https://www.congress.gov/nomination/117th-congress/2065,"Hugo F. Rodriguez, Jr., of Pennsylvania, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Nicaragua."
Nominations,05/05/22,https://www.congress.gov/nomination/117th-congress/1365,"Marc B. Nathanson, of California, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Kingdom of Norway."
Nominations,05/05/22,https://www.congress.gov/nomination/117th-congress/1778,"Philip S. Goldberg, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Career Ambassador, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Korea."
Nominations,05/05/22,https://www.congress.gov/nomination/117th-congress/1571,"John N. Nkengasong, of Georgia, to be Ambassador at Large, Coordinator of United States Government Activities to Combat HIV/AIDS Globally."
Nominations,05/05/22,https://www.congress.gov/nomination/117th-congress/1766,"MaryKay Loss Carlson, of Arkansas, a Career Member of the Senior Foreign Service, Class of Minister-Counselor,  to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of the Philippines."
Nominations,05/05/22,https://www.congress.gov/nomination/117th-congress/1661,"Caroline Kennedy, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Commonwealth of Australia."
Nominations,05/04/22,https://www.congress.gov/nomination/117th-congress/1692,"Jane Hartley, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the United Kingdom of Great Britain and Northern Ireland."
Nominations,05/04/22,https://www.congress.gov/nomination/117th-congress/1466,"Constance J. Milstein, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Malta."
Nominations,05/04/22,https://www.congress.gov/nomination/117th-congress/1256,"Bruce I. Turner, of Colorado, for the rank of Ambassador during his tenure of service as U.S. Representative to the Conference on Disarmament."
Nominations,05/04/22,https://www.congress.gov/nomination/117th-congress/1694,"Alan M. Leventhal, of Massachusetts, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Kingdom of Denmark."
Treaties,5/4/22,https://www.foreign.senate.gov/treaties/amendments-to-the-treaty-on-fisheries-between-the-governments-of-certain-pacific-island-states-and-the-government-of-the-united-states-of-america,Amendments to the Treaty on Fisheries between the Governments of Certain Pacific Island States and the Government of the United States of America
Treaties,5/4/22,https://www.foreign.senate.gov/treaties/extradition-treaty-with-the-republic-of-croatia,Extradition Treaty with the Republic of Croatia
Treaties,5/4/22,https://www.foreign.senate.gov/treaties/amendment-to-montreal-protocol-kigali-amendment,"Amendment to Montreal Protocol (""Kigali Amendment"")"
