category,date,url,content
Nominations,05/16/22,https://www.congress.gov/nomination/117th-congress/1573,"Barbara A. Leaf, of Virginia, to be an Assistant Secretary of State (Near Eastern Affairs), vice David Schenker."
Hearing Transcripts,05/16/22,https://www.foreign.senate.gov/download/nominations12142021,Nominations
Hearing Transcripts,05/13/22,https://www.foreign.senate.gov/download/update-on-us-russia-policy12072021,Nominations
