category,date,url,title
minority,09/27/21,https://www.judiciary.senate.gov/press/rep/releases/grassley-presses-justice-dept-fbi-on-terrorist-travel-after-afghanistan-withdrawal,"Grassley Presses Justice Dept., FBI on Terrorist Travel after Afghanistan Withdrawal"
hearings,10/06/21,https://www.judiciary.senate.gov/meetings/protecting-a-precious-almost-sacred-right-the-john-r-lewis-voting-rights-advancement-act,"Protecting a Precious, Almost Sacred Right: The John R. Lewis Voting Rights Advancement Act"
majority,09/27/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-leahy-urge-president-biden-to-end-lethal-force-outside-of-war-zones-revise-nations-counterterrorism-policies,"Durbin, Leahy Urge President Biden to End Lethal Force Outside of War Zones, Revise Nation's Counterterrorism Policies"
minority,09/30/21,https://www.judiciary.senate.gov/grassley-statement-at-executive-business-meeting-to-consider-us-attorney-nominees,Grassley Statement at Executive Business Meeting to consider U.S. Attorney Nominees
minority,09/29/21,https://www.judiciary.senate.gov/grassley-statement-at-hearing-on-supreme-courts-emergency-docket,Grassley Statement at Hearing on Supreme Court's Emergency Docket
minority,09/27/21,https://www.judiciary.senate.gov/grassley-to-fbi_-afghanistan-terrorism-traveler-investigations-safe-haven-vigilance,"Grassley to FBI - Afghanistan Terrorism Traveler Investigations, Safe Haven Vigilance"
minority,09/27/21,https://www.judiciary.senate.gov/grassley-to-justice-dept_-afghanistan-terrorism-traveler-investigations-safe-haven-vigilance,"Grassley to Justice Dept. - Afghanistan Terrorism Traveler Investigations, Safe Haven Vigilance"
hearings,10/06/21,https://www.judiciary.senate.gov/meetings/09/29/2021/nominations,Nominations
hearings,10/05/21,https://www.judiciary.senate.gov/meetings/renewing-and-strengthening-the-violence-against-women-act,Renewing and Strengthening the Violence Against Women Act
hearings,09/30/21,https://www.judiciary.senate.gov/meetings/09/24/2021/executive-business-meeting,Executive Business Meeting
hearings,09/29/21,https://www.judiciary.senate.gov/meetings/texass-unconstitutional-abortion-ban-and-the-role-of-the-shadow-docket,Texas’s Unconstitutional Abortion Ban and the Role of the Shadow Docket
hearings,09/28/21,https://www.judiciary.senate.gov/meetings/toxic-conservatorships-the-need-for-reform,Toxic Conservatorships: The Need for Reform
