category,date,url,title
minority,7/29/21,http://www.hsgac.senate.gov/media/minority-media/portman-peters-introduce-bipartisan-legislation-to-create-task-force-at-dhs-to-combat-deepfakes,"Portman, Peters Introduce Bipartisan Legislation to Create Task Force at DHS to Combat Deepfakes"
minority,7/29/21,http://www.hsgac.senate.gov/media/minority-media/portman-peters-introduce-bipartisan-legislation-to-direct-dhs-to-research-supply-chain-vulnerabilities-that-threaten-national-security,"Portman, Peters Introduce Bipartisan Legislation to Direct DHS to Research Supply Chain Vulnerabilities That Threaten National Security"
minority,7/27/21,http://www.hsgac.senate.gov/media/minority-media/portman-presses-dhs-secretary-mayorkas-on-decrease-in-unlawful-migrant-arrests-as-us-faces-worst-border-crisis-in-two-decades,Portman Presses DHS Secretary Mayorkas on Decrease in Unlawful Migrant Arrests as U.S. Faces Worst Border Crisis in Two Decades
minority,7/27/21,http://www.hsgac.senate.gov/media/minority-media/portman-on-border-crisis-what-were-doing-is-not-working-and-the-biden-administration-must-change-course,Portman on Border Crisis: What We’re Doing Is Not Working and the Biden Administration Must Change Course
minority,7/26/21,http://www.hsgac.senate.gov/media/minority-media/portman-announces-nearly-5-million-in-federal-security-resources-for-faith-based-and-nonprofit-institutions-across-ohio,Portman Announces Nearly $5 Million In Federal Security Resources For Faith-Based & Nonprofit Institutions Across Ohio
majority,7/30/21,http://www.hsgac.senate.gov/media/majority-media/peters-and-ernst-bipartisan-legislation-to-expand-federal-contracting-opportunities-for-small-businesses-passes-senate,Peters and Ernst Bipartisan Legislation to Expand Federal Contracting Opportunities for Small Businesses Passes Senate
majority,7/30/21,http://www.hsgac.senate.gov/media/majority-media/peters-sullivan-hassan-and-tillis-bipartisan-bill-to-protect-firefighters-from-hazardous-pfas-chemicals-passes-senate-,"Peters, Sullivan, Hassan & Tillis Bipartisan Bill to Protect Firefighters from Hazardous PFAS Chemicals Passes Senate"
majority,7/27/21,http://www.hsgac.senate.gov/media/majority-media/peters-raises-cybersecurity-and-northern-border-issues-with-dhs-secretary-mayorkas,Peters Raises Cybersecurity and Northern Border Issues with DHS Secretary Mayorkas
hearings,8/05/21,http://www.hsgac.senate.gov/hearings/examining-the-threat-of-racially-ethnically-religiously-and-politically-motivated-attacks-part-ii,"Full Committee Hearing : Examining the Threat of Racially, Ethnically, Religiously, and Politically Motivated Attacks, Part II"
hearings,8/04/21,http://www.hsgac.senate.gov/08/04/2021/business-meeting-,Business Meeting : Business Meeting
hearings,8/03/21,http://www.hsgac.senate.gov/hearings/domestic-terrorism-and-violent-extremism-examining-the-threat-of-racially-ethnically-religiously-and-politically-motivated-attacks-part-i,"Full Committee Hearing : Domestic Terrorism and Violent Extremism: Examining the Threat of Racially, Ethnically, Religiously, and Politically Motivated Attacks, Part I"
hearings,7/28/21,http://www.hsgac.senate.gov/hearings/07/28/2021/business-meeting-,Business Meeting : POSTPONED: Business Meeting
hearings,7/27/21,http://www.hsgac.senate.gov/hearings/resources-and-authorities-needed-to-protect-and-secure-the-homeland,Full Committee Hearing : Resources and Authorities Needed to Protect and Secure the Homeland
