category,date,url,title
majority,3/3/22,http://www.hsgac.senate.gov/media/majority-media/peters-convenes-hearing-to-examine-senate-confirmation-process-for-presidential-appointees,Peters Convenes Hearing to Examine Senate Confirmation Process for Presidential Appointees
majority,3/2/22,http://www.hsgac.senate.gov/media/majority-media/senate-passes-peters-and-portman-landmark-legislative-package-to-strengthen-public-and-private-sector-cybersecurity-,Senate Passes Peters and Portman Landmark Legislative Package to Strengthen Public and Private Sector Cybersecurity
hearings,3/10/22,http://www.hsgac.senate.gov/hearings/nominations-of-krista-boyd-to-be-inspector-general-office-of-personnel-management-and-the-honorable-dana-k-bilyeu-leona-m-bridges-michael-f-gerber-stacie-olivares-and-javier-e-saade-to-be-members-federal-retirement-thrift-investment-board,"Full Committee Hearing : Nominations of Krista Boyd to be Inspector General, Office of Personnel Management, and the Honorable Dana K. Bilyeu, Leona M. Bridges, Michael F. Gerber, Stacie Olivares, and Javier E. Saade to be Members, Federal Retirement Thrift Investment Board"
hearings,3/03/22,http://www.hsgac.senate.gov/hearings/examining-the-senate-confirmation-process-and-federal-vacancies-,Full Committee Hearing : Examining the Senate Confirmation Process and Federal Vacancies
hearings,3/02/22,http://www.hsgac.senate.gov/hearings/chief-human-capital-officers-at-20-what-is-needed-to-empower-chcos-to-ensure-hr-practices-support-agencies-mission-success,Subcommittee Hearing : Chief Human Capital Officers at 20: What is Needed to Empower CHCOs to Ensure HR Practices Support Agencies’ Mission Success
minority,3/3/22,http://www.hsgac.senate.gov/media/minority-media/on-senate-floor-portman-refutes-claims-postal-service-reform-act-impacts-medicare-solvency,"On Senate Floor, Portman Refutes Claims Postal Service Reform Act Impacts Medicare Solvency"
minority,3/3/22,http://www.hsgac.senate.gov/media/minority-media/portman-questions-witnesses-on-need-for-better-qualified-nominees,Portman Questions Witnesses on Need for Better-Qualified Nominees
minority,3/3/22,http://www.hsgac.senate.gov/media/minority-media/at-hearing-portman-discusses-need-to-improve-senate-confirmation-process-ensure-better-qualified-nominees_-,"At Hearing, Portman Discusses Need to Improve Senate Confirmation Process, Ensure Better-Qualified Nominees"
minority,3/2/22,http://www.hsgac.senate.gov/media/minority-media/on-senate-floor-portman-highlights-need-for-senate-to-pass-bipartisan-postal-service-reform-act,"On Senate Floor, Portman Highlights Need for Senate to Pass Bipartisan Postal Service Reform Act"
majority,3/1/22,http://www.hsgac.senate.gov/media/majority-media/peters-urges-senate-to-swiftly-pass-bipartisan-postal-service-reform-act,Peters Urges Senate to Swiftly Pass Bipartisan Postal Service Reform Act
minority,3/2/22,http://www.hsgac.senate.gov/media/minority-media/portman-on-senate-floor-house-must-quickly-pass-the-strengthening-american-cybersecurity-act-to-protect-the-nation-from-cyberattacks,Portman on Senate Floor: “House Must Quickly Pass the Strengthening American Cybersecurity Act to Protect the Nation from Cyberattacks”
minority,3/2/22,http://www.hsgac.senate.gov/media/minority-media/senate-passes-portman-peters-landmark-legislative-package-to-strengthen-public-and-private-sector-cybersecurity_,"Senate Passes Portman, Peters Landmark Legislative Package to Strengthen Public and Private Sector Cybersecurity"
minority,3/1/22,http://www.hsgac.senate.gov/media/minority-media/on-senate-floor-portman-urges-senate-passage-of-bipartisan-postal-service-reform-act,"On Senate Floor, Portman Urges Senate Passage of Bipartisan Postal Service Reform Act"
