category,date,title,url,summary
Press Release,07/15/2021,"At Hearing, Chair Cantwell Stresses Importance of Supporting American Supply Chains",https://www.commerce.senate.gov/2021/7/at-hearing-chair-cantwell-stresses-importance-of-supporting-american-supply-chains,"U.S. Senator Maria Cantwell (D-WA), Chair of the Senate Commerce, Science, and Transportation Committee today held a hearing examining American supply chains, highlighting critical supply chains such as in the aerospace and semiconductor sectors. The hearing will inform Committee oversight as the Department of Commerce (DOC) executes new responsibilities for supply chain resiliency."
Hearings,07/15/2021,Implementing Supply Chain Resiliency,https://www.commerce.senate.gov/2021/7/implementing-supply-chain-resiliency,"WASHINGTON, D.C. — U.S. Senator Maria Cantwell (D-WA), Chair of the Senate Committee on Commerce, Science, and Transportation, will convene a hearing titled, “Implementing Supply Chain Resiliency” at 10:30 a.m. on Thursday, July 15, 2021.  The Department of Commerce (DOC) has an increasingly important role in ensuring the resiliency of the nation’s critical supply chains.  These responsibilities stem from directives found in the FY21 National Defense Authorization Act, Biden Executive Order 14017 and its 100-day supply chain review, and potentially from the United States Innovation and Competition Act.  The hearing will inform Committee oversight as DOC executes these responsibilities, highlighting critical supply chains such as in the aerospace and semiconductor sectors."
