category,date,title,url,summary
Majority Press Releases,"March 19, 2022",Chair DeFazio Mourns the Passing of Rep. Don Young,https://transportation.house.gov/news/press-releases/chair-defazio-mourns-the-passing-of-rep-don-young,"Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) released the following statement on the passing of Rep. Don Young (R-AK):""Don was a force of nature-an historic and unique figure in a body of standouts. Early on we fought bitterly over environmental issues and wolf slaughter in Alaska. Although we stood opposed on many policy matters, we were friends. His service as Chair of the Transportation and Infrastructure Committee was impactful, capped by … "
Majority Hearings,Mar 21 2022,,https://transportation.house.gov/committee-activity/hearings/a-review-of-coast-guard-efforts-to-improve-small-passenger-vessel-safety,
Majority Hearings,Mar 17 2022,,https://transportation.house.gov/committee-activity/hearings/aviation-noise-measuring-progress-in-addressing-community-concerns,
Majority Hearings,Mar 16 2022,,https://transportation.house.gov/committee-activity/hearings/proposals-for-a-water-resources-development-act-of-2022-members-day-hearing,
Majority Press Releases,"March 18, 2022","Chairs DeFazio, Carbajal Announce Field Hearing on the U.S. Coast Guard’s Efforts to Improve Vessel Safety",https://transportation.house.gov/news/press-releases/chairs-defazio-carbajal-announce-field-hearing-on-the-us-coast-guards-efforts-to-improve-vessel-safety,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA) announced the subcommittee will hold a field hearing titled, ""A Review of Coast Guard Efforts to Improve Small Passenger Vessel Safety."" This hearing will examine the Coast Guard's implementation of new small passenger vessel regulations that were created after the Conception dive boat … "
Majority Press Releases,"March 17, 2022","Chairs DeFazio, Larsen Statements from Hearing on Mitigating Aviation Noise",https://transportation.house.gov/news/press-releases/chairs-defazio-larsen-statements-from-hearing-on-mitigating-aviation-noise,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Aviation Rick Larsen (D-WA) during today's hearing titled, ""Aviation Noise: Measuring Progress in Addressing Community Concerns."" Videos of DeFazio and Larsen's opening statements are here and here. More information on the hearing can be found here.Chair DeFazio:Thank you, Chair Larsen, for … "
Majority Press Releases,"March 16, 2022",T&I Members Request Regular Briefings with FAA on 5G Deployment,https://transportation.house.gov/news/press-releases/tandi-members-request-regular-briefings-with-faa-on-5g-deployment,"WASHINGTON, D.C. - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR), Ranking Member of the House Committee on Transportation and Infrastructure Sam Graves (R-MO), Chair of the Subcommittee on Aviation Rick Larsen (D-WA), Ranking Member of the Subcommittee on Aviation Garret Graves (R-LA), and 25 of their colleagues on the Aviation Subcommittee requested the Federal Aviation Administration (FAA) provide bimonthly updates on the agency's ongoing 5G … "
Majority Press Releases,"March 16, 2022","Chairs DeFazio, Napolitano Statements from Members’ Day Hearing for WRDA 2022",https://transportation.house.gov/news/press-releases/chairs-defazio-napolitano-statements-from-members-day-hearing-for-wrda-2022,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Water Resources and Environment Grace F. Napolitano (D-CA) during today's Members' Day Hearing to examine Members' priorities in the development of the Water Resources Development Act of 2022.""Videos of opening statements from DeFazio and Napolitano can be found hereand here.More information … "
Minority Press Releases,"March 18, 2022",Sam Graves Statement on the Passing of Don Young,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405827,
Minority Press Releases,"March 17, 2022",Ranking Member Garret Graves Statement from Hearing on Aviation Noise Issues,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405824,
Minority Press Releases,"March 17, 2022",Sam Graves & Garret Graves Lead House Republicans’ Demand for Immediate End to Transportation Mask Mandate ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405826,
Minority Press Releases,"March 16, 2022",Rouzer Statement from WRDA 2022 Members’ Day Hearing,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405820,
Minority Press Releases,"March 16, 2022",T&I Members Request Regular Briefings with FAA on 5G Deployment,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405821,
Minority Press Releases,"March 15, 2022",What They Are Saying: Industries Join 200+ House Republicans in Calling on Biden Administration to Halt WOTUS Expansion,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405818,
Minority Hearings,"March 21, 2022",A Review of Coast Guard Efforts to Improve Small Passenger Vessel Safety,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405817,
Minority Hearings,"March 17, 2022",Aviation Noise: Measuring Progress in Addressing Community Concerns,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405816,
Minority Hearings,"March 16, 2022",Proposals for a Water Resources Development Act of 2022: Members’ Day Hearing,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405807,
