category,date,time,title,urls
Press Release,10/1/21,,"Meeks, Bass, Malinowski, Jacobs Issue Statement On Upcoming Mali Elections",https://foreignaffairs.house.gov/press-releases?ID=C9DF83BF-2B31-464A-9146-7BF58AC1414C
Press Release,10/1/21,,"Meeks, McCaul Issue Statement Ahead of Georgian Elections",https://foreignaffairs.house.gov/press-releases?ID=0EE3B603-DF29-4733-93E6-286056C1048E
Press Release,9/30/21,,"Meeks, Castro, Issue Statement Regarding Report on Sexual Abuse Allegations Against WHO Staff ",https://foreignaffairs.house.gov/press-releases?ID=ED11C305-52AD-42E1-BE31-AF18CE3DAE8E
Markup,9/30/21,1:00 PM,Markup of Various Measures,https://foreignaffairs.house.gov/markups?ID=DF57F38C-ED7B-4310-BF39-4EBF26674330
Hearing,10/6/21,1:00 PM, Development Assistance During Conflict: Lessons from Afghanistan,https://foreignaffairs.house.gov/hearings?ID=14640D88-0FF9-4316-9C93-53E243A8FC3F
Hearing,10/5/21,1:00 PM,Afghanistan 2001-2021: Evaluating the Withdrawal and U.S. Policies - Part II,https://foreignaffairs.house.gov/hearings?ID=7FD67F57-DE8A-4B17-A6AC-6F1D40D18B8F
Hearing,9/30/21,1:00 PM,Markup of Various Measures,https://foreignaffairs.house.gov/hearings?ID=DF57F38C-ED7B-4310-BF39-4EBF26674330
Hearing,9/28/21,2:00 PM,Understanding Conflict in Africa,https://foreignaffairs.house.gov/hearings?ID=961C428C-178D-45DD-9036-B751C1BCD260
Hearing,9/28/21,10:00 AM,Strengthening the U.S. Ties with Southeast Asia,https://foreignaffairs.house.gov/hearings?ID=C98C7F68-A039-4D39-82CB-ED64682DD1A7
