category,date,title,url,summary
News,"January 24, 2022",Chairs Johnson and Beyer Celebrate James Webb Space Telescope Reaching Orbit,https://science.house.gov/news/press-releases/chairs-johnson-and-beyer-celebrate-james-webb-space-telescope-reaching-orbit,"(Washington, DC) – Today, the James Webb Space Telescope (JWST) successfully reached its final destination at the second Lagrange point (L2). Over the next five months of commissioning, JWST will align its optics and calibrate its scientific instruments before the telescope begins collecting data. The main goals of Webb’s mission include searching for the first galaxies formed in the universe, observing the formation of stars, building our understanding of the evolution of … "
Markups,"January 19, 2022","Full Committee Markup of H.R. 4521, H.R. 847, H.R. 4270, H.R. 4819, H.R. 6291",https://science.house.gov/markups/full-committee-markup-of-hr-847-hr-4270-hr-4819,
Hearings,"January 20, 2022",Keeping Our Sights on Mars Part 3: A Status Update and Review of NASA’s Artemis Initiative,https://science.house.gov/hearings/keeping-our-sights-on-mars-part-3-a-status-update-and-review-of-nasas-artemis-initiative,
