category,date,time,title,urls
Press Release,8/25/21,,Chairmen Meeks and Menendez Joint Statement on Fourth Anniversary of Rohingya Genocide,https://foreignaffairs.house.gov/press-releases?ID=4A7417D5-4C1C-4F91-8E62-F15E3AFE5A9B
Press Release,8/25/21,,Meeks Issues Statement After Classified Briefings on Situation in Afghanistan,https://foreignaffairs.house.gov/press-releases?ID=EDA5A25C-E4A7-4BA8-9906-E88DEC18789B
Press Release,8/24/21,,"Meeks, Bass Praise Peaceful Transition of Power in Zambia ",https://foreignaffairs.house.gov/press-releases?ID=5FE5B364-BCCB-4393-BA5D-BF407913B7A9
