category,date,title,url
Minority Hearings,"April 27, 2022",Examining Workforce Development and Job Creation in Surface Transportation Construction,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405828
Minority Hearings,"April 27, 2022",Review of Fiscal Year 2023 Budget Request for the Coast Guard and Maritime Transportation Programs,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405846
Minority Press Releases,"April 28, 2022",Graves & Rouzer Want Answers about Administration’s Proposed Stakeholder Roundtables on “Waters of the United States”,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405868
Minority Press Releases,"April 27, 2022",Gibbs Statement from Hearing on Coast Guard and Maritime Transportation Program Budgets,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405865
Minority Press Releases,"April 27, 2022",Davis Statement from Hearing on Construction Workforce Development and Job Creation,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405866
Minority Markups,"April 28, 2022","Full Committee Markup (April 28, 2022)",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405855
Majority Hearings,Apr 28 2022,,https://transportation.house.gov/committee-activity/hearings/04/26/2022/full-committee-markup
Majority Hearings,Apr 27 2022,,https://transportation.house.gov/committee-activity/hearings/04/18/2022/examining-workforce-development-and-job-creation-in-surface-transportation-construction
Majority Hearings,Apr 27 2022,,https://transportation.house.gov/committee-activity/hearings/review-of-fiscal-year-2023-budget-request-for-the-coast-guard-and-maritime-transportation-programs
Majority Press Releases,"April 28, 2022",Transportation and Infrastructure Committee Leaders Release Statement On Passage of FEMA-Related Bills,https://transportation.house.gov/news/press-releases/transportation-and-infrastructure-committee-leaders-release-statement-on-passage-of-fema-related-bills
Majority Press Releases,"April 28, 2022",Transportation and Infrastructure Committee Leaders Release Statement On Passage of Aviation Bills,https://transportation.house.gov/news/press-releases/transportation-and-infrastructure-committee-leaders-release-statement-on-passage-of-aviation-bills
Majority Press Releases,"April 27, 2022","Chairs DeFazio, Norton Statements from Hearing on Workforce Development in Surface Transportation Construction",https://transportation.house.gov/news/press-releases/chairs-defazio-norton-statements-from-hearing-on-workforce-development-in-surface-transportation-construction
Majority Press Releases,"April 27, 2022","Chairs DeFazio, Carbajal Statements from Hearing on the Proposed FY23 Budget for the Coast Guard and Maritime Transport Programs",https://transportation.house.gov/news/press-releases/chairs-defazio-carbajal-statements-from-hearing-on-the-proposed-fy23-budget-for-the-coast-guard-and-maritime-transport-programs
Majority Markups,Apr 28 2022,,https://transportation.house.gov/committee-activity/hearings/04/26/2022/full-committee-markup
