category,date,time,title,urls
Press Release,11/22/21,,"Meeks, Bera Return from CODEL to Islamabad, Pakistan",https://foreignaffairs.house.gov/press-releases?ID=D89B1023-D658-436A-BA69-BB69416006C7
Hearing,11/18/21,10:00 AM,Personnel is Policy: UN Elections and US Leadership in International Organizations,https://foreignaffairs.house.gov/hearings?ID=973B3FBB-6F55-4E68-BBC2-F9E959CE5EC2
Hearing,11/18/21,9:00 AM,Update on the Manufactured Migrant and Humanitarian Crisis on the Poland-Belarus Border,https://foreignaffairs.house.gov/hearings?ID=6891E291-1047-40E2-B2C7-651E16C91349
Hearing,11/17/21,10:00 AM,The FY22 Budget: State Department Counterterrorism Bureau,https://foreignaffairs.house.gov/hearings?ID=7DCCBF1F-100D-4D84-9871-D736D66C8AFF
