category,date,title,url,summary
Majority Press Releases,"December 03, 2021","Chairs DeFazio, Payne, Jr. Announce Hearing on Leveraging the Bipartisan Infrastructure Law to Expand Intercity Passenger Rail",https://transportation.house.gov/news/press-releases/chairs-defazio-payne-jr-announce-hearing-on-leveraging-the-bipartisan-infrastructure-law-to-expand-intercity-passenger-rail,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Railroads, Pipelines, and Hazardous Materials Donald M. Payne, Jr. (D-NJ) announced the subcommittee will hold a hearing titled, ""Leveraging IIJA: Plans for Expanding Intercity Passenger Rail."" During the hearing, witnesses will discuss plans for expanding intercity passenger rail in their states, regions, and networks, and how the bipartisan … "
Majority Press Releases,"December 03, 2021","Chairs DeFazio, Napolitano Announce Hearing on Environmental Justice in the Revitalization and Reuse of Contaminated Properties",https://transportation.house.gov/news/press-releases/chairs-defazio-napolitano-announce-hearing-on-environmental-justice-in-the-revitalization-and-reuse-of-contaminated-properties,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Water Resources and Environment Grace F. Napolitano (D-CA) announced that the subcommittee will hold a hearing titled, ""Promoting Economic and Community Redevelopment and Environmental Justice in the Revitalization and Reuse of Contaminated Properties."" During this hearing, the subcommittee will receive testimony on federal, state, and local efforts to … "
Majority Press Releases,"December 02, 2021",Bipartisan Committee Leaders Request Clarity from Airlines on Management of Payroll Support Program Funds,https://transportation.house.gov/news/press-releases/bipartisan-committee-leaders-request-clarity-from-airlines-on-management-of-payroll-support-program-funds,"WASHINGTON, D.C. - Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Ranking Member Sam Graves (R-MO) requested yesterday that Airlines for America President and CEO Nicholas Calio provide clarity on how airlines managed funds provided to them under the Payroll Support Program (PSP) and what effect these funds have had on airlines' recent operational capabilities. Under the PSP program-which was created by the 2020 CARES Act and funded in subsequent … "
Majority Press Releases,"December 02, 2021",Chair DeFazio Statement from Second Committee Hearing on Protecting the Nation’s Infrastructure Amid an Evolving Cybersecurity Landscape,https://transportation.house.gov/news/press-releases/chair-defazio-statement-from-second-committee-hearing-on-protecting-the-nations-infrastructure-amid-an-evolving-cybersecurity-landscape,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) during today's hearing titled, ""The Evolving Cybersecurity Landscape: Federal Perspectives on Securing the Nation's Infrastructure.""More information on the hearing can be found here.Chair DeFazio:Last month, we heard from industry stakeholders and cybersecurity experts on the challenges they face in protecting our … "
Minority Press Releases,"December 3, 2021",Bipartisan Committee Leaders Request Clarity from Airlines on Management of Payroll Support Program Funds,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405727,
Minority Press Releases,"December 2, 2021",Graves Statement from Hearing to Examine Federal Perspectives on U.S. Infrastructure Cybersecurity Issues,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405723,
Minority Press Releases,"December 1, 2021",Graves Announces New Aviation Subcommittee Staff Director,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405722,
Minority Hearings,"December 9, 2021",Leveraging IIJA: Plans for Expanding Intercity Passenger Rail,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405725,
Minority Hearings,"December 8, 2021",Promoting Economic and Community Redevelopment and Environmental Justice in the Revitalization and Reuse of Contaminated Properties,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405724,
Minority Hearings,"December 2, 2021",The Evolving Cybersecurity Landscape: Federal Perspectives on Securing the Nation's Infrastructure,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405716,
Majority Hearings,Dec 08 2021,,https://transportation.house.gov/committee-activity/hearings/promoting-economic-and-community-redevelopment-and-environmental-justice-in-the-revitalization-and-reuse-of-contaminated-properties,
Majority Hearings,Dec 09 2021,,https://transportation.house.gov/committee-activity/hearings/leveraging-iija-plans-for-expanding-intercity-passenger-rail,
Majority Hearings,Dec 02 2021,,https://transportation.house.gov/committee-activity/hearings/the-evolving-cybersecurity-landscape-federal-perspectives-on-securing-the-nations-infrastructure,
