category,date,title,url,summary
Majority Press Releases,"March 21, 2022",Chair Carbajal Statement from Field Hearing on Strengthening Small Passenger Vessel Safety,https://transportation.house.gov/news/press-releases/chair-carbajal-statement-from-field-hearing-on-strengthening-small-passenger-vessel-safety,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA) during today's field hearing titled, ""A Review of Coast Guard Efforts to Improve Small Passenger Vessel Safety.""More information on the hearing can be found here.Chair Carbajal:Good morning, and welcome to today's important hearing on small passenger vessel safety. This hearing is taking place in my district, beautiful … "
Majority Press Releases,"March 19, 2022",Chair DeFazio Mourns the Passing of Rep. Don Young,https://transportation.house.gov/news/press-releases/chair-defazio-mourns-the-passing-of-rep-don-young,"Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) released the following statement on the passing of Rep. Don Young (R-AK):""Don was a force of nature-an historic and unique figure in a body of standouts. Early on we fought bitterly over environmental issues and wolf slaughter in Alaska. Although we stood opposed on many policy matters, we were friends. His service as Chair of the Transportation and Infrastructure Committee was impactful, capped by … "
Majority Press Releases,"March 18, 2022","Chairs DeFazio, Carbajal Announce Field Hearing on the U.S. Coast Guard’s Efforts to Improve Vessel Safety",https://transportation.house.gov/news/press-releases/chairs-defazio-carbajal-announce-field-hearing-on-the-us-coast-guards-efforts-to-improve-vessel-safety,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA) announced the subcommittee will hold a field hearing titled, ""A Review of Coast Guard Efforts to Improve Small Passenger Vessel Safety."" This hearing will examine the Coast Guard's implementation of new small passenger vessel regulations that were created after the Conception dive boat … "
Majority Press Releases,"March 17, 2022","Chairs DeFazio, Larsen Statements from Hearing on Mitigating Aviation Noise",https://transportation.house.gov/news/press-releases/chairs-defazio-larsen-statements-from-hearing-on-mitigating-aviation-noise,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Aviation Rick Larsen (D-WA) during today's hearing titled, ""Aviation Noise: Measuring Progress in Addressing Community Concerns."" Videos of DeFazio and Larsen's opening statements are here and here. More information on the hearing can be found here.Chair DeFazio:Thank you, Chair Larsen, for … "
Majority Hearings,Mar 29 2022,,https://transportation.house.gov/committee-activity/hearings/examining-workforce-development-and-job-creation-in-surface-transportation-construction,
Majority Hearings,Mar 21 2022,,https://transportation.house.gov/committee-activity/hearings/a-review-of-coast-guard-efforts-to-improve-small-passenger-vessel-safety,
Majority Hearings,Mar 17 2022,,https://transportation.house.gov/committee-activity/hearings/aviation-noise-measuring-progress-in-addressing-community-concerns,
Minority Press Releases,"March 18, 2022",Sam Graves Statement on the Passing of Don Young,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405827,
Minority Press Releases,"March 17, 2022",Ranking Member Garret Graves Statement from Hearing on Aviation Noise Issues,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405824,
Minority Press Releases,"March 17, 2022",Sam Graves & Garret Graves Lead House Republicans’ Demand for Immediate End to Transportation Mask Mandate ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405826,
Minority Hearings,"March 21, 2022",A Review of Coast Guard Efforts to Improve Small Passenger Vessel Safety,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405817,
Minority Hearings,"March 17, 2022",Aviation Noise: Measuring Progress in Addressing Community Concerns,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405816,
