category,date,title,url
News,"Dec 7, 2021",Waltz Opening Statement at Joint Subcommittee Hearing on PFAS R&D,https://republicans-science.house.gov/news/opening-statements/waltz-opening-statement-joint-subcommittee-hearing-pfas-rd
News,"Dec 7, 2021",Bice Opening Statement at Joint Subcommittee Hearing on PFAS R&D,https://republicans-science.house.gov/news/opening-statements/bice-opening-statement-joint-subcommittee-hearing-pfas-rd
News,"Dec 2, 2021",Opening Statement of Ranking Member Frank Lucas at Full Committee Hearing on American Leadership in Microelectronics,https://republicans-science.house.gov/news/opening-statements/opening-statement-ranking-member-frank-lucas-full-committee-hearing-american
News,"Dec 2, 2021","ICYMI: Lucas Welcomes Congressman Mike Carey to Science, Space, and Technology Committee",https://republicans-science.house.gov/news/press-releases/icymi-congressman-mike-carey-receives-appointment-house-committee-science-space
News,"Dec 1, 2021",Opening Statement of Ranking Member Michael Waltz at Joint Space & Aeronautics and Research & Technology Subcommittees Hearing on the Decadal Survey for Astronomy and Astrophysics,https://republicans-science.house.gov/news/opening-statements/opening-statement-ranking-member-michael-waltz-joint-space-aeronautics-and
Hearings,12/07/2021,Joint Environment and Research & Technology Subcommittees Hearing - Forever Chemicals: Research and Development for Addressing the PFAS Problem,https://republicans-science.house.gov/legislation/hearings/joint-subcommittee-environment-and-subcommittee-research-technology-hearing
Markups,12/09/2021,"Full Committee Markup of H.R. 847, H.R. 4270, H.R. 4819",https://republicans-science.house.gov/legislation/markups/full-committee-markup-hr-847-hr-4270-hr-4819
Hearings,12/02/2021,Full Committee Hearing: Ensuring American Leadership in Microelectronics,https://republicans-science.house.gov/legislation/hearings/full-committee-hearing-ensuring-american-leadership-microelectronics
Hearings,12/01/2021,Joint Space & Aeronautics and Research & Technology Subcommittees Hearing: A Review of the Decadal Survey for Astronomy and Astrophysics in the 2020s,https://republicans-science.house.gov/legislation/hearings/joint-space-aeronautics-and-research-technology-subcommittees-hearing-review
