category,date,title,url,description
Press Releases,03.31.2022,Latta: “Let’s work together to ensure all Americans have access to reliable broadband services”,https://republicans-energycommerce.house.gov/news/press-release/latta-lets-work-together-to-ensure-all-americans-have-access-to-reliable-broadband-services/,"Washington, D.C. — Communications and Technology Subcommittee Republican Leader Bob Latta (R-OH) delivered remarks during today’s FCC oversight hearing on the importance of congressional oversight to help Americans stay connected. "
Press Releases,03.30.2022,Leader Rodgers: This is an Attempt by Democrats to Revive Socialist Drug Pricing,https://republicans-energycommerce.house.gov/news/leader-rodgers-this-is-an-attempt-by-democrats-to-revive-socialist-drug-pricing/,"Washington, D.C. — Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) spoke before the Rules Committee during a hearing on H.R. 6833, an attempt by Democrats to revive socialist drug pricing in the tax and spending spree and give Pharmacy Benefit Managers (PBMs) a pass to keep hiding savings from patients."
Press Releases,03.30.2022,Leader Rodgers Health Subcommittee Remarks on FDA User Fee Reauthorization for Medical Devices,https://republicans-energycommerce.house.gov/news/leader-rodgers-health-subcommittee-remarks-on-fda-user-fee-reauthorization-for-medical-devices/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) delivered remarks at today’s Health Subcommittee hearing entitled “FDA User Fee Reauthorization: Ensuring Safe and Effective Medical Devices.” "
Press Releases,03.29.2022,Subcommittee Leader McKinley Opening Remarks at Hearing on Safe Drinking Water,https://republicans-energycommerce.house.gov/news/subcommittee-leader-mckinley-opening-remarks-at-hearing-on-safe-drinking-water/,"Washington, D.C. — In the Environment and Climate Change Subcommittee hearing today, Subcommittee Republican Leader David B. McKinley (R-WV) delivered the following opening remarks about safe drinking water."
Press Releases,03.29.2022,Rep. Buddy Carter: Inflation is Making it Harder for People to Pay for Basic Expenses,https://republicans-energycommerce.house.gov/news/rep-buddy-carter-inflation-is-making-it-harder-for-people-to-pay-for-basic-expenses/,Federal Spending Must be Accountable to the People
Press Releases,03.28.2022,Leader Rodgers Urges Biden to Prioritize Lowering Costs for Struggling Americans,https://republicans-energycommerce.house.gov/news/leader-rodgers-urges-biden-to-prioritize-lowering-costs-for-struggling-americans/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement on President Biden’s proposed budget."
Press Releases,03.25.2022,Leader Rodgers Statement on Biden Administration Announcement for LNG Partnership with Europe,https://republicans-energycommerce.house.gov/news/leader-rodgers-statement-on-biden-administration-announcement-for-lng-partnership-with-europe/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement after the Biden administration announced a partnership with the European Union to increase American exports of liquified natural gas (LNG) to Europe."
Hearings,"March 31, 2022",Connecting America: Oversight of the FCC,https://republicans-energycommerce.house.gov/hearings/connecting-america-oversight-of-the-fcc/,https://youtu.be/RxP604SeuLY
Hearings,"March 30, 2022",FDA User Fee Reauthorization: Ensuring Safe and Effective Medical Devices,https://republicans-energycommerce.house.gov/hearings/fda-user-fee-reauthorization-ensuring-safe-and-effective-medical-devices/,https://youtu.be/vZCp3dgrPfQ
Hearings,"March 29, 2022",Trusting the Tap: Upgrading America’s Drinking Water Infrastructure,https://republicans-energycommerce.house.gov/hearings/trusting-the-tap-upgrading-americas-drinking-water-infrastructure/,https://youtu.be/6qxqqyXXo1Q
