category,date,title,url,summary
Majority Press Releases,"October 21, 2021","Chairs DeFazio, Larsen Statements from Hearing on the FAA Implementation of the 2020 Aircraft Certification, Safety, and Accountability Act",https://transportation.house.gov/news/press-releases/chairs-defazio-larsen-statements-from-hearing-on-the-faa-implementation-of-the-2020-aircraft-certification-safety-and-accountability-act,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Aviation Rick Larsen (D-WA) during today's hearing titled, ""Three Years After Lion Air 610: FAA Implementation of the 2020 Aircraft Certification, Safety, and Accountability Act.""Videos of DeFazio and Larsen's opening statements are here and here.More information on the hearing can be … "
Majority Hearings,Oct 21 2021,,https://transportation.house.gov/committee-activity/hearings/three-years-after-lion-air-610-faa-implementation-of-the-2020-aircraft-certification-safety-and-accountability-act,
Minority Press Releases,"October 21, 2021",Ranking Members Sam Graves & Garret Graves Statements from Aircraft Safety Hearing with FAA Administrator Steve Dickson,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405644,
Minority Press Releases,"October 20, 2021",Sam Graves & Bipartisan Committee Leaders Introduce the SPEED Recovery Act for Faster Disaster Recovery ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405638,
Minority Press Releases,"October 20, 2021",Gibbs Statement from Hearing on Positioning the Coast Guard for the Future,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405640,
Minority Press Releases,"October 20, 2021","Graves, Westerman Lead House Republicans’ Demand for Biden to Drop Socialist Polices that Will Worsen Supply Chain Crisis",https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405641,
Majority Press Releases,"October 20, 2021",Sam Graves & Bipartisan Committee Leaders Introduce the SPEED Recovery Act for Faster Disaster Recovery ,https://transportation.house.gov/news/press-releases/sam-graves-and-bipartisan-committee-leaders-introduce-the-speed-recovery-act-for-faster-disaster-recovery-,"Washington, D.C. - Bipartisan legislation to help expedite disaster recovery efforts, particularly in small and rural areas, was introduced today by Transportation and Infrastructure Committee Ranking Member Sam Graves (R-MO) in the House of Representatives. Joining Graves as co-leads on the bill are Transportation and Infrastructure Committee Chair Peter DeFazio (D-OR); Economic Development, Public Buildings, and Emergency Management Subcommittee Ranking Member Daniel Webster (R-FL); and … "
Majority Press Releases,"October 20, 2021",Chair Carbajal Statement from Hearing on Positioning the U.S. Coast Guard for the Future,https://transportation.house.gov/news/press-releases/chair-carbajal-statement-from-hearing-on-positioning-the-us-coast-guard-for-the-future,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA) during today's hearing titled, ""Achieving Mission Balance: Positioning the Coast Guard for the Future.""Video of Chair Carbajal's opening statement is here.More information on the hearing can be found here.Chair Carbajal:Good morning, and welcome to today's Coast Guard and Maritime Transportation subcommittee … "
Majority Press Releases,"October 18, 2021","DeFazio, Napolitano, and Pappas Applaud the EPA’s Proactive Plan to Fight PFAS Pollution in Nation’s Waters",https://transportation.house.gov/news/press-releases/10/18/2021/defazio-napolitano-and-pappas-applaud-the-epas-proactive-plan-to-fight-pfas-pollution-in-nations-waters,"Washington, D.C. - Today, in response to the U.S. Environmental Protection Agency (EPA) announcing a proactive plan to reduce polyfluoroalkyl substances (PFAS) pollution in the nation's waters, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR), Chair of the Subcommittee on Water Resources and Environment Grace F. Napolitano (D-CA), and Representative Chris Pappas (D-NH) issued the following statements:""The plan the EPA announced today is the clearest … "
Majority Press Releases,"October 18, 2021","Chairs DeFazio, Larsen Announce Hearing on FAA Implementation of the 2020 Aircraft Certification, Safety, and Accountability Act",https://transportation.house.gov/news/press-releases/chairs-defazio-larsen-announce-hearing-on-faa-implementation-of-the-2020-aircraft-certification-safety-and-accountability-act,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Aviation Rick Larsen (D-WA) announced the subcommittee will hold a hearing titled, ""Three Years After Lion Air 610: FAA Implementation of the 2020 Aircraft Certification, Safety, and Accountability Act.""During this hearing, Members will have an opportunity to discuss the ongoing work within the Federal Aviation Administration (FAA) to implement … "
