category,date,title,url
Hearing,Oct 7 2021,20 Years After 9/11: Examining Emergency Communications,https://homeland.house.gov/activities/hearings/20-years-after-9/11-examining-emergency-communications
Press Release,10/12/21,Chairman Thompson Statement on DHS Announcement to Protect Workers, https://homeland.house.gov/news/press-releases/chairman-thompson-statement-on-dhs-announcement-to-protect-workers 
