category,date,title,url,summary
Majority Press Releases,"July 27, 2021",Chairs DeFazio and Napolitano Applaud the Biden EPA’s Move to Strengthen Clean Water Protections Against Pollution from Coal-Fired Power Plants,https://transportation.house.gov/news/press-releases/chairs-defazio-and-napolitano-applaud-the-biden-epas-move-to-strengthen-clean-water-protections-against-pollution-from-coal-fired-power-plants,"Washington, DC - Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Water Resources and Environment Grace F. Napolitano (D-CA) released the following statements after the U.S. Environmental Protection Agency (EPA) announced that it would set stricter limits on the discharge of wastewater from coal-fired power plants, which often contains toxic metals such as arsenic and mercury that contaminate lakes, rivers, and streams near … "
Majority Press Releases,"July 26, 2021",T&I Chair DeFazio Challenges Proposed Canadian National and Kansas City Southern Railroad Merger Trust,https://transportation.house.gov/news/press-releases/tandi-chair-defazio-challenges-proposed-canadian-national-and-kansas-city-southern-railroad-merger-trust,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) sent a letter to the Surface Transportation Board (STB) opposing the approval of a trust for the proposed merger of the Canadian National (CN) and Kansas City Southern (KCS) railroads. In his letter, DeFazio stated that approving the trust is not in the public interest and would reduce competition. ""A single holding company responsible for this traffic would likely change rail … "
Majority Press Releases,"July 26, 2021",Chair DeFazio Introduces Legislation to Name the Department of Transportation After Secretary Norman Yoshio Mineta ,https://transportation.house.gov/news/press-releases/chair-defazio-introduces-legislation-to-name-the-department-of-transportation-after-secretary-norman-yoshio-mineta-,"Washington, DC-Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) introduced legislation to name the federal building located at 1200 New Jersey Avenue Southeast in Washington, DC, which houses the U.S. Department of Transportation, as the ""Norman Yoshio Mineta Federal Building.""In introducing this bill, Chair DeFazio said: ""Secretary Mineta is a great American patriot who has continuously answered the call of public service. As the longest serving … "
Majority Press Releases,"July 26, 2021",House Committee on Transportation and Infrastructure to Hold Markup,https://transportation.house.gov/news/press-releases/07/26/2021/house-committee-on-transportation-and-infrastructure-to-hold-markup,"Washington, DC - The House Committee on Transportation and Infrastructure will hold a markup on Wednesday, July 28, at 11:00 a.m. EDT to consider the following measures:H.R. 3095, Fair and Open Skies ActAmendment in the Nature of a Substitute (ANS) to H.R. 1339, Advanced Air Mobility Coordination and Leadership ActH.R. 3193, E-BRIDGE ActH.R. 3037, Housing Survivors of Major Disasters Act of 2021 H.R. 3709, Preliminary Damage Assessment Improvement Act of 2021H.R. __, to designate … "
Majority Press Releases,"July 23, 2021",Chair DeFazio Announces Committee Hearing to Assess the Federal Government’s COVID-19 Relief and Response Efforts,https://transportation.house.gov/news/press-releases/chair-defazio-announces-committee-hearing-to-assess-the-federal-governments-covid-19-relief-and-response-efforts,"Washington, DC- Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) announced the committee will hold a hearing titled, ""Assessing the Federal Government's COVID-19 Relief and Response Efforts and its Impact.""The hearing will examine the federal response to the COVID-19 pandemic, efforts to provide oversight of that response, areas for improvement, and the impact of pandemic relief efforts on the transportation and infrastructure sectors and their … "
Majority Markups,Jul 28 2021,,https://transportation.house.gov/committee-activity/hearings/07/26/2021/full-committee-markup,
Majority Hearings,Jul 29 2021,,https://transportation.house.gov/committee-activity/hearings/assessing-the-federal-governments-covid-19-relief-and_response-efforts-and-its-impact,
Majority Hearings,Jul 28 2021,,https://transportation.house.gov/committee-activity/hearings/07/26/2021/full-committee-markup,
Minority Markups,"July 28, 2021","Full Committee Markup (July 28, 2021)",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405515,
Minority Hearings,"July 29, 2021",Assessing the Federal Government’s COVID-19 Relief and Response Efforts and its Impact,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405516,
