category,date,title,url,summary
Press Releases,07.25.21,"MEDIA ADVISORY: McCaul, Salazar, Malliotakis, and Diaz-Balart To Join Peaceful Protestors Demanding Solidarity With the Cuban People",https://gop-foreignaffairs.house.gov/press-release/media-advisory-mccaul-salazar-malliotakis-and-diaz-balart-to-join-peaceful-protestors-demanding-solidarity-with-the-cuban-people/,"Washington, DC – Tomorrow, House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX), Reps. Maria Elvira Salazar (R-FL), Nicole Malliotakis (R-NY), and Mario Diaz-Balart (R-FL), and…"
Hearings,"Wednesday, July 28, 2021",Markup of Various Measures,https://gop-foreignaffairs.house.gov/markup/markup-of-various-measures-5/,
Press Releases,07.23.21,McCaul Again Calls for Congressional Investigation into Origins of COVID,https://gop-foreignaffairs.house.gov/press-release/mccaul-again-calls-for-congressional-investigation-into-origins-of-covid/,"Washington, DC – House Foreign Affairs Committee Lead Republican Michael McCaul released the following statement after the Biden Administration said it was “deeply disappointed” the…"
Press Releases,07.22.21,McCaul Speaks on House Floor in Support of Allies Act,https://gop-foreignaffairs.house.gov/press-release/mccaul-speaks-on-house-floor-in-support-of-allies-act/,"Washington, DC – House Foreign Affairs Committee Lead Republican Michael McCaul spoke on the House floor in support of the Allies Act of 2021. "
Press Releases,07.20.21,McCaul: Biden Disdain for Ukraine “Sending a Dangerous Message to Our Friends and Adversaries”,https://gop-foreignaffairs.house.gov/press-release/mccaul-biden-disdain-for-ukraine-sending-a-dangerous-message-to-our-friends-and-adversaries/,"Washington, DC – House Foreign Affairs Committee Lead Republican Michael McCaul released the following statement expressing his deep disappointment with the details being reported on the…"
Press Releases,07.20.21,"McCaul: “America Stands for Everything the Cubans are Fighting For: Freedom, Liberty, and Democracy.”",https://gop-foreignaffairs.house.gov/press-release/mccaul-america-stands-for-everything-the-cubans-are-fighting-for-freedom-liberty-and-democracy/,"Washington D.C.- House Foreign Affairs Lead Republican Michael McCaul gave the following opening remarks at a Western Hemisphere, Civilian Security, Migration, and International Economic Policy…"
Press Releases,07.20.21,"McCaul, Malliotakis Show Support for People of Cuba",https://gop-foreignaffairs.house.gov/press-release/mccaul-malliotakis-show-support-for-people-of-cuba/,"Washington, D.C. – On Sunday, House Foreign Affairs Committee Lead Republican Michael McCaul joined Rep. Nicole Malliotakis (R-NY), the ranking member of the International Development, International…"
Markups,"Thursday, July 29, 2021",Renewable Energy Transition: A Case Study of How International Collaboration on Offshore Wind Technology Benefits American Workers,https://gop-foreignaffairs.house.gov/hearing/renewable-energy-transition-a-case-study-of-how-international-collaboration-on-offshore-wind-technology-benefits-american-workers/,
Markups,"Tuesday, July 27, 2021",Implementation of the Global Child Thrive Act and Investing in Early Childhood Development,https://gop-foreignaffairs.house.gov/hearing/implementation-of-the-global-child-thrive-act-and-investing-in-early-childhood-development/,
Markups,"Wednesday, July 21, 2021",People to People: Examining Grassroots Peacebuilding Efforts Between Israelis and Palestinians,https://gop-foreignaffairs.house.gov/hearing/people-to-people-examining-grassroots-peacebuilding-efforts-between-israelis-and-palestinians/,
Markups,"Tuesday, July 20, 2021",U.S.-European Cooperation on China and the Broader Indo-Pacific,https://gop-foreignaffairs.house.gov/hearing/u-s-european-cooperation-on-china-and-the-broader-indo-pacific/,
