category,date,title,url,summary
Majority Press Releases,"April 01, 2022",Chair DeFazio Announces Full Committee Hearing on NTSB’s Reauthorization ,https://transportation.house.gov/news/press-releases/chair-defazio-announces-full-committee-hearing-on-ntsbs-reauthorization-,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) announced the committee will hold a hearing titled, ""National Transportation Safety Board Reauthorization."" The purpose of this hearing is for Members to hear from the NTSB regarding their reauthorization proposal and related transportation safety issues. More information about the hearing-including a witness list, written testimony and a livestream-can be found here once available. … "
Majority Hearings,Apr 06 2022,,https://transportation.house.gov/committee-activity/hearings/national-transportation-safety-board-reauthorization,
Majority Press Releases,"April 01, 2022","Chairs DeFazio, Titus Announce Hearing on FEMA’s 2022 Priorities",https://transportation.house.gov/news/press-releases/chairs-defazio-titus-announce-hearing-on-femas-2022-priorities,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Economic Development, Public Buildings, and Emergency Management Dina Titus (D-NV) announced a hearing titled, ""FEMA's Priorities for 2022 and the 2022-2026 Strategic Plan."" At the hearing, members will hear testimony from the Honorable Deanne Criswell, Administrator of the Federal Emergency Management Agency (FEMA), about how FEMA can meet the … "
Majority Press Releases,"March 31, 2022",Chair DeFazio Introduces Legislation to Strengthen Aviation Safety Standards at Foreign Repair Stations ,https://transportation.house.gov/news/press-releases/chair-defazio-introduces-legislation-to-strengthen-aviation-safety-standards-at-foreign-repair-stations-,"Bill Text | Fact Sheet Washington, DC- Today, the Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) introduced The Safe Aircraft Maintenance Standards Act, legislation that would strengthen the Federal Aviation Administration's (FAA) oversight of repair stations located outside the United States.""Aviation safety must be priority number one, no matter what"" said Chair DeFazio. ""For years the FAA has been too slow to act on recommendations from its own … "
Majority Press Releases,"March 30, 2022","House of Representatives Passes Transportation and Infrastructure Bills Cleared by T&I Committee, Including Legislation to Prevent Sexual Violence in Transportation",https://transportation.house.gov/news/press-releases/house-of-representatives-passes-transportation-and-infrastructure-bills-cleared-by-tandi-committee-including-legislation-to-prevent-sexual-violence-in-transportation,"Washington, DC - Today, the House of Representatives passed eight bills within the jurisdiction of the Committee on Transportation and Infrastructure with bipartisan support. ""I applaud the House for passing eight bills today most of which were approved by our committee on a bipartisan basis,"" Transportation and Infrastructure Committee Chair Peter DeFazio (D-OR) said. ""I'm particularly proud that the House passed my bill, the Stop Sexual Assault and Harassment in Transportation Act, which … "
Majority Hearings,Apr 05 2022,,https://transportation.house.gov/committee-activity/hearings/fema-priorities-for-2022-and-the-2022-2026-strategic-plan,
Minority Press Releases,"April 5, 2022",Webster Statement from Hearing with FEMA Administrator Criswell on FEMA’s 2022 Priorities,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405838,
Minority Press Releases,"April 1, 2022",MEDIA ADVISORY: T&I Republicans to Hold Energy Crisis Roundtable,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405837,
Minority Hearings,"April 6, 2022",National Transportation Safety Board Reauthorization,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405835,
Minority Hearings,"April 5, 2022",FEMA Priorities for 2022 and the 2022-2026 Strategic Plan,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405833,
