category,date,title,url
Press Release,09/17/21, Chairman Thompson Statement on DHS Watchdog Report Showing Border Patrol Failures in 2019 Death of Child in Custody, https://homeland.house.gov/news/press-releases/-chairman-thompson-statement-on-dhs-watchdog-report-showing-border-patrol-failures-in-2019-death-of-child-in-custody 
Hearing,Sep 22 2021,Worldwide Threats to the Homeland: 20 Years After 9/11,https://homeland.house.gov/activities/hearings/worldwide-threats-to-the-homeland-20-years-after-9/11
Markup,Sep 14 2021,"S. Con. Res. 14, the Concurrent Resolution on the Budget for Fiscal Year 2022 (reconciliation)",https://homeland.house.gov/activities/markups/s-con-res-14-the-concurrent-resolution-on-the-budget-for-fiscal-year-2022-reconciliation
