date,title,url,summary
"August 26, 2021",Chairman Schiff Statement on Attacks in Afghanistan,https://intelligence.house.gov/news/documentsingle.aspx?DocumentID=1153,"“I am devastated to learn that American servicemembers and Afghan civilians were killed and wounded in attacks in and around the Hamid Karzai International Airport. My heart and thoughts are with their families and friends. “As has been evident in the intelligence briefings and public warnings about the threats to the safety and security of Americans and Afghans at the airport, the danger of this ... "
