category,date,title,url,summary
Majority Press Releases,"March 02, 2022",Committee Advances the Coast Guard Authorization Act of 2022,https://transportation.house.gov/news/press-releases/committee-advances-the-coast-guard-authorization-act-of-2022,"Washington, DC-The House Committee on Transportation and Infrastructure has advanced the Coast Guard Authorization Act of 2022. The bill authorizes a level of support that enhances Coast Guard operations and helps the Service replace and modernize its cutters, and shoreside and cyber infrastructure. ""Today was a good day for the men and women of the Coast Guard,"" Chair Peter DeFazio (D-OR) said. ""The passage of this bipartisan legislation will ensure they have the resources they need to … "
Majority Markups,Mar 02 2022,,https://transportation.house.gov/committee-activity/hearings/02/28/2022/full-committee-markup,
Majority Press Releases,"March 02, 2022",Momentum for the Safer Seas Act Builds Ahead of Committee Markup,https://transportation.house.gov/news/press-releases/momentum-for-the-safer-seas-act-builds-ahead-of-committee-markup,"Washington, DC- The bill, introduced on Monday by Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR), Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA), Rep. Jenniffer González-Colón (R-PR), Rep. Eleanor Holmes Norton (D-DC), Rep. Rick Larsen (D-WA), Rep. André Carson (D-IN), Rep. Dina Titus (D-NV), Rep. Sean Patrick Maloney (D-NY), Rep. Julia Brownley (D-CA), Rep. Frederica S. Wilson (D-FL), Rep. … "
Majority Press Releases,"March 01, 2022",House Committee on Transportation and Infrastructure to Hold Markup,https://transportation.house.gov/news/press-releases/03/01/2022/house-committee-on-transportation-and-infrastructure-to-hold-markup,"Washington, DC - The House Committee on Transportation and Infrastructure will hold a markup on Wednesday, March 2, at 10:00 a.m. EST to consider the following measures: H.R. 6865, The Coast Guard Authorization Act of 2022H. Con. Res. 74, Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band ExhibitionOther matters cleared for consideration Members will appear by videoconference or in person in 2167 Rayburn … "
Majority Press Releases,"March 01, 2022",T&I Committee Introduces Bipartisan Legislation to Prevent Sexual Assault and Harassment at Sea—Protect Survivors,https://transportation.house.gov/news/press-releases/tandi-committee-introduces-bipartisan-legislation-to-prevent-sexual-assault-and-harassment-at-seaprotect-survivors,"Bill Text | Section by Section Washington, DC - Yesterday, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR), Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA), Rep. Jenniffer González-Colón(R-PR), Rep. Eleanor Holmes Norton (D-DC), Rep. Rick Larsen (D-WA), Rep. André Carson (D-IN), Rep. Dina Titus (D-NV), Rep. Julia Brownley (D-CA), Rep. Frederica S. Wilson (D-FL), Rep. Donald M. Payne Jr. … "
Majority Press Releases,"February 28, 2022",Committee Leaders Introduce Bipartisan Coast Guard Authorization Act of 2022 ,https://transportation.house.gov/news/press-releases/committee-leaders-introduce-bipartisan-coast-guard-authorization-act-of-2022-,"Bill Text |Section by Section Washington, DC- Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR), Transportation and Infrastructure Committee Ranking Member Sam Graves (R-MO), Chair of the Subcommittee on Coast Guard and Maritime Transportation Salud Carbajal (D-CA), and Subcommittee on Coast Guard and Maritime Transportation Ranking Member Bob Gibbs (R-OH) introduced bipartisan legislation to authorize funds for, reinforce, and support the United … "
Minority Press Releases,"March 3, 2022","Graves, Comer Launch Probe into Biden Administration’s Infrastructure Spending ",https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405800,
Minority Press Releases,"March 2, 2022",Committee Advances the Coast Guard Authorization Act of 2022 ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405799,
Minority Press Releases,"March 1, 2022",Ranking Member Sam Graves Statement on State of the Union,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405798,
Minority Hearings,"March 8, 2022",Stakeholder Views on Surface Transportation Board Reauthorization,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405793,
Minority Markups,"March 2, 2022","Full Committee Markup (March 2, 2022)",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405792,
Minority Press Releases,"February 28, 2022",Committee Leaders Introduce Bipartisan Coast Guard Authorization Act of 2022,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405797,
Majority Hearings,Mar 08 2022,,https://transportation.house.gov/committee-activity/hearings/stakeholder-views-on-surface-transportation-board-reauthorization,
Majority Hearings,Mar 02 2022,,https://transportation.house.gov/committee-activity/hearings/02/28/2022/full-committee-markup,
