category,date,title,url
Minority Hearings,"December 9, 2021",Leveraging IIJA: Plans for Expanding Intercity Passenger Rail,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405725
Minority Hearings,"December 8, 2021",Promoting Economic and Community Redevelopment and Environmental Justice in the Revitalization and Reuse of Contaminated Properties,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405724
Minority Hearings,"December 2, 2021",The Evolving Cybersecurity Landscape: Federal Perspectives on Securing the Nation's Infrastructure,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405716
Majority Hearings,Dec 09 2021,,https://transportation.house.gov/committee-activity/hearings/leveraging-iija-plans-for-expanding-intercity-passenger-rail
Majority Hearings,Dec 08 2021,,https://transportation.house.gov/committee-activity/hearings/promoting-economic-and-community-redevelopment-and-environmental-justice-in-the-revitalization-and-reuse-of-contaminated-properties
Majority Hearings,Dec 02 2021,,https://transportation.house.gov/committee-activity/hearings/the-evolving-cybersecurity-landscape-federal-perspectives-on-securing-the-nations-infrastructure
Majority Press Releases,"December 08, 2021","Chairs DeFazio, Napolitano Statements from the Hearing on Environmental Justice in the Revitalization and Reuse of Contaminated Properties",https://transportation.house.gov/news/press-releases/chairs-defazio-napolitano-statements-from-the-hearing-on-environmental-justice-in-the-revitalization-and-reuse-of-contaminated-properties
Majority Press Releases,"December 03, 2021","Chairs DeFazio, Napolitano Announce Hearing on Environmental Justice in the Revitalization and Reuse of Contaminated Properties",https://transportation.house.gov/news/press-releases/chairs-defazio-napolitano-announce-hearing-on-environmental-justice-in-the-revitalization-and-reuse-of-contaminated-properties
Majority Press Releases,"December 03, 2021","Chairs DeFazio, Payne, Jr. Announce Hearing on Leveraging the Bipartisan Infrastructure Law to Expand Intercity Passenger Rail",https://transportation.house.gov/news/press-releases/chairs-defazio-payne-jr-announce-hearing-on-leveraging-the-bipartisan-infrastructure-law-to-expand-intercity-passenger-rail
Majority Press Releases,"December 02, 2021",Bipartisan Committee Leaders Request Clarity from Airlines on Management of Payroll Support Program Funds,https://transportation.house.gov/news/press-releases/bipartisan-committee-leaders-request-clarity-from-airlines-on-management-of-payroll-support-program-funds
Majority Press Releases,"December 02, 2021",Chair DeFazio Statement from Second Committee Hearing on Protecting the Nation’s Infrastructure Amid an Evolving Cybersecurity Landscape,https://transportation.house.gov/news/press-releases/chair-defazio-statement-from-second-committee-hearing-on-protecting-the-nations-infrastructure-amid-an-evolving-cybersecurity-landscape
Minority Press Releases,"December 8, 2021",Rouzer Statement from Hearing on Superfund and Brownfields Programs,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405734
Minority Press Releases,"December 7, 2021",Vaccine Mandate Concerns Highlighted by Private Sector Leaders at T&I Republican Roundtable,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405731
Minority Press Releases,"December 3, 2021",Bipartisan Committee Leaders Request Clarity from Airlines on Management of Payroll Support Program Funds,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405727
Minority Press Releases,"December 2, 2021",Graves Statement from Hearing to Examine Federal Perspectives on U.S. Infrastructure Cybersecurity Issues,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405723
