category,date,title,url,summary
Hearings,"July 27, 2021",NAHASDA Reauthorization: Addressing Historic Disinvestment and the Ongoing Plight of the Freedmen in Native American Communities,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408112,"Subcommittee on Housing, Community Development and Insurance"
Markups,"July 28, 2021",Full Committee Hybrid Markup of Various Measures,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408113,Full Committee
Hearings,"July 27, 2021",The Promises and Perils of Central Bank Digital Currencies,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408111,"Subcommittee on National Security, International Development and Monetary Policy"
Hearings,"July 21, 2021",Bond Rating Agencies: Examining the “Nationally Recognized” Statistical Rating Organizations,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408110,"Subcommittee on Investor Protection, Entrepreneurship and Capital Markets"
Hearings,"July 21, 2021",Banking the Unbanked: Exploring Private and Public Efforts to Expand Access to the Financial System,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408109,Subcommittee on Consumer Protection and Financial Institutions
Hearings,"July 20, 2021","Building Back A Better, More Equitable Housing Infrastructure for America: Oversight of the Department of Housing and Urban Development",https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408108,Full Committee
Press Release,"July 22, 2021","Waters Applauds OCC, FDIC, and Federal Reserve Efforts to Undo Damage from Trump-Era Community Reinvestment Act Rule",https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408207,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, released the following statement on the Office of the Comptroller of the Currency’s decision to rescind the 2020 Community Reinvestment Act rule and work with the Federal Deposit Insurance Corporation and the Federal Reserve to draft a new rule. “Civil rights laws like the Community Reinvestment Act... "
Press Release,"July 21, 2021",Waters on Bond Rating Agencies: Investors Need Objective and Reliable Ratings More Than Ever,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408206,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a Subcommittee on Investor Protection, Entrepreneurship and Capital Markets hybrid hearing entitled, “Bond Rating Agencies: Examining the “Nationally Recognized” Statistical Rating Organizations.” Thank you, Mr. Sherman. In the lead up to the 2008 financial crisis, th... "
Press Release,"July 21, 2021",Waters on Expanding Access to the Financial System: Having Access to a Bank Account Is Fundamental to Financial Security,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408205,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a Subcommittee on Consumer Protection and Financial Institutions hybrid hearing entitled, “Banking the Unbanked: Exploring Private and Public Efforts to Expand Access to the Financial System.” Thank you, Chair Perlmutter. I am pleased that this hearing focuses on acce... "
Press Release,"July 20, 2021",Waters Commends FHFA Reversal of Unnecessary Trump-Era Refinance Penalty on Homeowners,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408202,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, released the following statement on the FHFA reversal of Trump-Era refinance penalty on homeowners. “I commend Federal Housing Finance Agency (FHFA) Acting Director Thompson for her prompt and steadfast leadership in reversing the adverse market fee on July 16th, which is estimated to save homeowner... "
Press Release,"July 20, 2021","Waters at Hearing on Oversight of HUD: Key to Building Back Better, and More Equitably, Is Understanding That Housing Is Infrastructure",https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408193,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a full Committee hybrid hearing entitled, “Building Back A Better, More Equitable Housing Infrastructure for America: Oversight of the Department of Housing and Urban Development.” First of all, a happy good morning, Secretary Fudge. I am so delighted to have you with... "
