category,date,time,title,urls
Press Release,5/27/22,,Chair Meeks Issues Statement Regarding Secretary Blinken’s Speech on the Administration’s Policy Toward China ,https://foreignaffairs.house.gov/press-releases?ID=64735857-C0F7-49D5-969E-B27CAB615611
Press Release,5/26/22,,"Meeks, McGovern, Lee Lead Letter to President Biden Expressing Concern About Summit of the Americas Decision",https://foreignaffairs.house.gov/press-releases?ID=6E995260-5D28-4ED6-BE29-2756E5CF9AE8
Press Release,5/24/22,,"Meeks, Bera Issue Statement on the Launch of the Indo-Pacific Economic Framework for Prosperity",https://foreignaffairs.house.gov/press-releases?ID=24E21601-6121-44FE-9538-E8DC33D0CDE1
