category,date,title,url,summary
Press Releases,03.31.22,"McCaul, Meeks Introduce Legislation to Hold Putin Accountable for Potential War Crimes",https://gop-foreignaffairs.house.gov/press-release/mccaul-meeks-introduce-legislation-to-hold-putin-accountable-for-potential-war-crimes/,"Washington, D.C. – This week, House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX) and Chairman Gregory Meeks (D-NY) introduced H.R. 7276, the Ukraine Invasion War Crimes…"
Press Releases,03.29.22,McCaul Demands Answers from Admin on Russia Potentially Evading Sanctions Using Digital Assets,https://gop-foreignaffairs.house.gov/press-release/mccaul-demands-answers-from-admin-on-russia-potentially-evading-sanctions-using-digital-assets/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul sent a letter to Office of the Director of National Intelligence (ODNI) Director Haines requesting more information…"
Press Releases,03.28.22,McCaul on State of the Union: Biden Comment on Russian Regime Change ‘Provocative’,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-state-of-the-union-biden-comment-on-russian-regime-change-provocative/,"Washington, D.C.– House Foreign Affairs Committee Lead Republican Michael McCaul joined Dana Bash on State of the Union to discuss the administration’s approach to addressing Russian aggression in…"
Press Releases,03.26.22,McCaul Responds to Treasury Secretary’s Dangerous Remarks on China,https://gop-foreignaffairs.house.gov/press-release/mccaul-responds-to-treasury-secretarys-dangerous-remarks-on-china/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX) has released the following statement in response to Treasury Secretary Janet Yellen’s remarks on Friday…"
Press Releases,03.25.22,TUNE IN: McCaul Joining CNN’s State of the Union this Sunday at 10amET/9amCT,https://gop-foreignaffairs.house.gov/press-release/tune-in-mccaul-joining-cnns-state-of-the-union-this-sunday-at-10amet-9amct/,"Washington, D.C.- House Foreign Affairs Committee Lead Republican Michael McCaul will join Dana Bash on CNN’s “State of the Union” this Sunday, March 27th at 10amET/9amCT. Rep. McCaul will…"
Press Releases,03.25.22,McCaul on Announcement of Humanitarian Truce in Ethiopia,https://gop-foreignaffairs.house.gov/press-release/mccaul-on-announcement-of-humanitarian-truce-in-ethiopia/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement after the announcement of a humanitarian truce in Ethiopia. Over nine million…"
Press Releases,03.25.22,McCaul Calls on Raimondo to Crackdown on CCP’s Access to U.S. Technology,https://gop-foreignaffairs.house.gov/press-release/mccaul-calls-on-raimondo-to-crackdown-on-ccps-access-to-u-s-technology/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX) and other HFAC Republicans sent a letter to Commerce Secretary Gina Raimondo urging the agency to take…"
Press Releases,03.25.22,"McCaul Condemns North Korea’s Recent ICBM Launch, Renews Call for Denuclearization",https://gop-foreignaffairs.house.gov/press-release/mccaul-condemns-north-koreas-recent-icbm-launch-renews-call-for-denuclearization/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement following North Korea’s recent launch of an ICBM. "
Press Releases,03.25.22,"McCaul, Turner Host Press Conference on Biden’s National Security Blunders",https://gop-foreignaffairs.house.gov/press-release/mccaul-turner-host-press-conference-on-bidens-national-security-blunders/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX) and House Permanent Select Committee on Intelligence Lead Republican Mike Turner (R-OH) hosted a press…"
Press Releases,03.25.22,ICYMI: McCaul: What Biden Must do About the Russia-Ukraine War Now,https://gop-foreignaffairs.house.gov/press-release/icymi-mccaul-what-biden-must-do-about-the-russia-ukraine-war-now/,By: Congressman Michael McCaul
