category,date,title,url
Majority Markups,Sep 14 2021,,https://transportation.house.gov/committee-activity/hearings/09/10/2021/full-committee-markup
Majority Hearings,Sep 14 2021,,https://transportation.house.gov/committee-activity/hearings/09/10/2021/full-committee-markup
Minority Markups,"September 14, 2021","Full Committee Markup - Budget Reconciliation II (September 14, 2021)",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405601
Minority Press Releases,"September 15, 2021",Graves Statement from Markup of the Majority’s Partisan Budget Reconciliation Package and Spending Spree,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405604
Minority Press Releases,"September 14, 2021",$60 Billion for the Speaker’s Partisan Budget Reconciliation Spending Spree Passes Committee,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405620
Majority Press Releases,"September 15, 2021","After a More Than 15-Hour Markup, Committee Advances Legislation to Invest in More Equitable and Sustainable Transportation Systems and Infrastructure",https://transportation.house.gov/news/press-releases/after-15-hour-markup-committee-advances-legislation-to-invest-in-more-equitable-and-sustainable-transportation-systems-and-infrastructure
Majority Press Releases,"September 14, 2021",Chair DeFazio Opening Statement from Committee Markup of the Build Back Better Act ,https://transportation.house.gov/news/press-releases/chair-defazio-opening-statement-from-committee-markup-of-the-build-back-better-act-
Majority Press Releases,"September 10, 2021","DeFazio, Napolitano, and Pappas Applaud the EPA’s Plans to Limit Discharge of “Forever Chemicals”  While Calling for the Agency to Go Further to Protect Public Health",https://transportation.house.gov/news/press-releases/defazio-napolitano-and-pappas-applaud-the-epas-plans-to-limit-discharge-of-forever-chemicals_while-calling-for-the-agency-to-go-further-to-protect-public-health
Majority Press Releases,"September 10, 2021","DeFazio, Huffman Applaud the EPA for Taking New Action to Protect Bristol Bay from the Pebble Mine Project",https://transportation.house.gov/news/press-releases/defazio-huffman-applaud-the-epa-for-taking-new-action-to-protect-bristol-bay-from-the-pebble-mine-project
Majority Press Releases,"September 10, 2021","Chairs DeFazio, Napolitano, and Beyer Lead 130+ House Colleagues in Applauding the EPA & Corps for Withdrawing the Trump Dirty Water Rule, Call New Rulemaking Urgent",https://transportation.house.gov/news/press-releases/chairs-defazio-napolitano-and-beyer-lead-130-house-colleagues-in-applauding-the-epa-and-corps-for-withdrawing-the-trump-dirty-water-rule-call-new-rulemaking-urgent
Majority Press Releases,"September 10, 2021",House Transportation and Infrastructure Committee Announces Markup,https://transportation.house.gov/news/press-releases/house-transportation-and-infrastructure-committee-announces-markup
