category,date,title,url,description
Press Releases,02.04.2022,"McMorris Rodgers, Capito Request Review of NRC Preparedness on Advanced Reactors",https://republicans-energycommerce.house.gov/news/mcmorris-rodgers-capito-request-review-of-nrc-preparedness-on-advanced-reactors/,"Washington, D.C. — Congresswoman Cathy McMorris Rodgers (R-WA), Republican Leader of the House Energy and Commerce Committee, and U.S. Senator Shelley Moore Capito (R-WV), Ranking Member of the Senate Environment and Public Works (EPW) Committee called on the U.S. Government Accountability Office (GAO) to initiate an assessment of the Nuclear Regulatory Commission’s (NRC) preparedness to review and approve advanced nuclear reactor applications. This letter builds on several questions Ranking Member Capito asked during a December 2021 Senate EPW Committee hearing where she..."
Press Releases,02.04.2022,Leader Rodgers Statement on the America Concedes Act,https://republicans-energycommerce.house.gov/news/leader-rodgers-statement-on-the-america-concedes-act/,Speaker Pelosi’s plan for more reckless spending that will surrender America’s competitive edge to China.
Press Releases,02.03.2022,Health Subcommittee Republican Leader Guthrie Opening Remarks on FDA User Fee Reauthorization,https://republicans-energycommerce.house.gov/news/health-subcommittee-republican-leader-guthrie-opening-remarks-on-fda-user-fee-reauthorization/,"Washington, D.C.-- Today, Energy and Commerce Health Subcommittee Republican Leader Brett Guthrie (R-KY) delivered the following remarks in the Health Subcommittee Hearing entitled “FDA User Fee Reauthorization: Ensuring Safe and Effective Drugs and Biologics.” "
Press Releases,02.03.2022,Leader Rodgers Opening Remarks in Health Hearing on FDA User Fee Reauthorization,https://republicans-energycommerce.house.gov/news/leader-rodgers-opening-remarks-in-health-hearing-on-fda-user-fee-reauthorization/,"Washington, D.C. -- Today, House Energy and Commerce Republican Leader Cathy McMorris Rodgers delivered the following remarks in the Health Subcommittee Hearing entitled “FDA User Fee Reauthorization: Ensuring Safe and Effective Drugs and Biologics.” "
Press Releases,02.03.2022,Leader Rodgers on Fox News: Speaker Pelosi’s Bill Concedes to China,https://republicans-energycommerce.house.gov/news/in-the-news/leader-rodgers-on-fox-news-speaker-pelosis-bill-concedes-to-china/,"The America Concedes Act is a missed opportunity to boost American competitiveness. It actively sets America back in our goal to beat China and win the future. It tries to copy China’s own dangerous path of centralized industrial policy and massive government handouts that benefit the ruling party’s political allies. We cannot, and should not even try, to beat the CCP at their own game. "
Press Releases,02.02.2022,Leader Rodgers: Democrats’ Radical Agenda is Making Rising Prices and Empty Shelves Worse,https://republicans-energycommerce.house.gov/news/press-release/leader-rodgers-democrats-radical-agenda-is-making-rising-prices-and-empty-shelves-worse/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) demanded that Democrats start taking Americans’ inflation and supply chain concerns seriously at today's hearing on price gouging.  "
Press Releases,02.02.2022,Bilirakis: We Must Have an Honest Discussion About how American Families are Paying Higher and Higher Prices,https://republicans-energycommerce.house.gov/news/press-release/bilirakis-we-must-have-an-honest-discussion-about-how-american-families-are-paying-higher-and-higher-prices/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader for Consumer Protection and Commerce Gus Bilirakis (R-FL) called on Democrats to address the rising prices that are hurting American families across the country. "
Press Releases,02.01.2022,Leader Rodgers: The America Concedes Act Surrenders our Competitive Edge to China,https://republicans-energycommerce.house.gov/news/leader-rodgers-the-america-concedes-act-surrenders-our-competitive-edge-to-china/,"Washington, D.C. — Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) spoke today before the House Committee on Rules in opposition to H.R. 4521, the America Concedes Act."
Hearings,"February 08, 2022",ARPA-H: The Next Frontier of Biomedical Research,https://republicans-energycommerce.house.gov/hearings/arpa-h-the-next-frontier-of-biomedical-research/,https://youtu.be/33-Kgdmcth4
Hearings,"February 03, 2022",FDA User Fee Reauthorization: Ensuring Safe and Effective Drugs and Biologics,https://republicans-energycommerce.house.gov/hearings/fda-user-fee-reauthorization-ensuring-safe-and-effective-drugs-and-biologics/,https://youtu.be/-SmggOAiPSw
Hearings,"February 02, 2022",Pandemic Profiteers: Legislation to Stop Corporate Price Gouging,https://republicans-energycommerce.house.gov/hearings/pandemic-profiteers-legislation-to-stop-corporate-price-gouging/,https://youtu.be/dXNqrYnFKQM
