category,date,title,url
Majority Hearings,Feb 16 2022,,https://transportation.house.gov/committee-activity/hearings/fema-priorities-for-2022-stakeholder-perspectives
Minority Press Releases,"February 16, 2022",Webster Statement from Hearing on Stakeholder Perspectives on FEMA’s Priorities ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405787
Minority Press Releases,"February 16, 2022",Statement from Ranking Member Sam Graves on FAA Administrator Steve Dickson,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405788
Majority Press Releases,"February 17, 2022",Chair DeFazio Statement on Resignation of FAA Administrator Steve Dickson,https://transportation.house.gov/news/press-releases/chair-defazio-statement-on-resignation-of-faa-administrator-steve-dickson
Majority Press Releases,"February 16, 2022","Chairs DeFazio, Titus Statements from Hearing on FEMA Stakeholder Priorities for 2022",https://transportation.house.gov/news/press-releases/chairs-defazio-titus-statements-from-hearing-on-fema-stakeholder-priorities-for-2022
Majority Press Releases,"February 15, 2022",Chair DeFazio Statement at STB Hearing on Restoring Gulf Coast Intercity Passenger Rail Service,https://transportation.house.gov/news/press-releases/chair-defazio-statement-at-stb-hearing-on-restoring-gulf-coast-intercity-passenger-rail-service
Majority Press Releases,"February 15, 2022",T&I Chairs Request DOT OIG Review of FAA’s Oversight of Boeing’s Apparent 737 MAX Misconduct,https://transportation.house.gov/news/press-releases/tandi-chairs-request-dot-oig-review-of-faas-oversight-of-boeings-apparent-737-max-misconduct
Majority Press Releases,"February 11, 2022","Chairs DeFazio, Titus Announce Hearing on FEMA Stakeholder Priorities for 2022",https://transportation.house.gov/news/press-releases/chairs-defazio-titus-announce-hearing-on-fema-stakeholder-priorities-for-2022
Majority Press Releases,"February 11, 2022","DeFazio, Napolitano, and García Press Army Corps to Finalize Implementation of Modernized Project Guidelines—Key to Advancing Equity and Environmental Justice",https://transportation.house.gov/news/press-releases/defazio-napolitano-and-garcia-press-army-corps-to-finalize-implementation-of-modernized-project-guidelineskey-to-advancing-equity-and-environmental-justice
Minority Hearings,"February 16, 2022",FEMA Priorities for 2022: Stakeholder Perspectives,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405778
