category,date,time,title,urls
Press Release,8/17/21,,"Meeks, McCaul, Sires and Green Issue Statement on Haitian Earthquake Recovery Efforts",https://foreignaffairs.house.gov/press-releases?ID=AAAA3184-70E6-4895-8A35-DE0BC79CFF34
Press Release,8/17/21,,Chairman Meeks to Hold Hearing on Situation in Afghanistan,https://foreignaffairs.house.gov/press-releases?ID=4984F809-C616-4408-A041-B8F4305DABA9
Press Release,8/15/21,,Chair Meeks Issues Statement on Afghanistan ,https://foreignaffairs.house.gov/press-releases?ID=B3E9E67B-710E-438D-A0FB-BBFCA0462FB0
Press Release,8/14/21,,Meeks Issues Statement on the Earthquake in Haiti,https://foreignaffairs.house.gov/press-releases?ID=6812B0C7-0EC8-4A4D-AA64-700C0B29F731
