category,date,time,title,urls
Press Release,9/7/21,,Chairman Meeks Releases September HFAC Schedule,https://foreignaffairs.house.gov/press-releases?ID=D58EF6BB-1F0E-413D-A53D-CD79F9D478AE
Hearing,9/13/21,2:00 PM,Afghanistan 2001- 2021: Evaluating the Withdrawal and U.S. Policies – Part 1,https://foreignaffairs.house.gov/hearings?ID=3F776E76-1347-4499-8B1C-A11312750362
