category,date,title,url,summary
Press Release,"November 29, 2021",Waters and Foster Urge Regulators to Ensure Algorithmic Bias Does Not Occur in Emerging Technology,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408850,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Financial Services Committee and Congressman Bill Foster (D-IL), Chair of the Task Force on Artificial Intelligence, sent a letter to Jerome Powell, Chairman of the Federal Reserve System; Todd Harper, Chairman of the National Credit Union Administration; Rohit Chopra, Director of the Consumer Financial Protection Bureau; Jelena Mc... "
