category,date,time,title,urls
Hearing,7/29/21,1:00 PM,Renewable Energy Transition: A Case Study of How International Collaboration on Offshore Wind Technology Benefits American Workers,https://foreignaffairs.house.gov/hearings?ID=9399F384-0CCF-4D8E-AAA7-0E59F9BC8F66
Markup,7/28/21,10:00 AM,Markup of Various Measures,https://foreignaffairs.house.gov/markups?ID=F759C621-1AC2-4887-A2D9-BA3E356207B2
Markup,7/15/21,12:00 PM,"Recorded Votes for the Markup of H.R. 3524, Ensuring American Global Leadership and Engagement (EAGLE) Act",https://foreignaffairs.house.gov/markups?ID=FC54459A-07A0-4A12-A74D-D2FA7BEB5093
Markup,7/13/21,2:00 PM,"Recorded Votes for the Markup of H.R. 3524, Ensuring American Global Leadership and Engagement (EAGLE) Act",https://foreignaffairs.house.gov/markups?ID=7125BB02-6AD6-402C-8B0C-BA44EC7F0FC1
Markup,6/30/21,1:00 PM,MARKUP of H.R. 3524,https://foreignaffairs.house.gov/markups?ID=EC1750FC-635B-437B-A62C-3F798DD9C888
Markup,5/19/21,10:00 AM,"MARKUP: H.R. 922, H.R. 2785, H.R. 3261, H.R. 3283, H.Res. 408, H.Res. 348, H.R. 1096, H.R. 1135, H.Res. 402",https://foreignaffairs.house.gov/markups?ID=90C69251-DD4C-4B55-8B3E-F65545DB798F
Markup,4/21/21,2:00 PM,"MARKUP NOTICE: H.R. 1488, H.R. 1036, H.R. 402, H.R. 2538, H.Res. 186, H.R. 2471, H.R. 1228, H.R. 496, H.R. 826, H.Res. 294, H.R.1155, H.Res. 317",https://foreignaffairs.house.gov/markups?ID=D73E642A-1397-4647-9227-EA8339150416
Markup,3/25/21,1:00 PM,"MARKUP NOTICE: H.R. 391, H.R. 1079, H.R. 1145, H.R. 1500, H.R. 1158, H.R. 1083, H.R. 1392, H.R. 1464, H.R. 256, H.R. 2118, H.Res. 245, H.R. 1934",https://foreignaffairs.house.gov/markups?ID=DB03A4FB-3351-4796-BBAC-3AAC1B5F2FEC
Markup,2/25/21,10:00 AM,"MARKUP NOTICE: H.R. 1157, H.R. 1251, H.Res. 124, H.R. 241, H.R. 567, H.Res. 130, H.Res. 134, H.R. 1112, H.Res. 137, H.Res. 136,  H.R. 965, H.R. 1211",https://foreignaffairs.house.gov/markups?ID=8F79B024-E2CB-439A-9EE1-51F770BA676A
Markup,10/1/20,10:00 AM,"MARKUP NOTICE: H.R. 6986, 7990, 7673, 8409, 4507, 8428, 8405, 8259, 4636, 4326, 7954, 8438, H.Res. 1012, 697, 1100, 751, 1077, 672,17, 823, 996, 958, 825, 1121, 1115, 768, 1150, 1145",https://foreignaffairs.house.gov/markups?ID=7D5DCE88-64C4-429D-969D-69F184310C02
Markup,7/29/20,10:00 AM,"MARKUP NOTICE: H.R. 7682, H.R. 7276, H.R. 6334, H.R. 4644, H.R. 5517, H.R. 5586, H.Res. 1062, H.R. 3331, H.R. 7703, H.Res. 1033, H.R. 7805, H.R. 7623, H.Res. 759",https://foreignaffairs.house.gov/markups?ID=CA548B7E-9BC9-4BCA-98BF-9BBAD0A93DDF
Press Release,7/15/21,,Chair Meeks Issues Statement on EAGLE Act Passage ,https://foreignaffairs.house.gov/press-releases?ID=AEA032A8-D0A0-43A5-9775-4BE3B5D9C556
Press Release,7/13/21,,Meeks Issues Statement After Returning from Bipartisan CODEL to Middle East,https://foreignaffairs.house.gov/press-releases?ID=6A703846-0FD1-403A-9521-6D3F29894CCD
Press Release,7/12/21,,Meeks Issues Statement on Protests in Cuba,https://foreignaffairs.house.gov/press-releases?ID=DE04E764-9F33-44CF-82A1-B083CA2D7F31
Hearing,7/29/21,10:00 AM,"Lebanon: Assessing Political Paralysis, Economic Crisis and Challenges for U.S. Policy",https://foreignaffairs.house.gov/hearings?ID=4463B4E8-8C61-430B-AA6D-C4C28EC531B3
Hearing,7/28/21,10:00 AM,Markup of Various Measures,https://foreignaffairs.house.gov/hearings?ID=F759C621-1AC2-4887-A2D9-BA3E356207B2
Hearing,7/27/21,10:00 AM,Scenarios in a Cross-Strait Conflict,https://foreignaffairs.house.gov/hearings?ID=E54BDADE-326F-4889-B6FC-D0791DD06FC7
Hearing,7/21/21,10:00 AM,People to People: Examining Grassroots Peacebuilding Efforts Between Israelis and Palestinians,https://foreignaffairs.house.gov/hearings?ID=C6DB1188-0677-4C38-AAA4-4AC744B9933A
