category,date,title,url,description
Press Releases,03.01.2022,Rodgers: “Big Tech Manipulates and Exploits us for Profit. It’s Getting Worse”,https://republicans-energycommerce.house.gov/news/press-release/rodgers-big-tech-manipulates-and-exploits-us-for-profit-its-getting-worse/,"Washington, D.C. — At a Consumer Protection and Commerce Subcommittee hearing today on Big Tech, House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) addressed how Big Tech mishandles our personal information, harms our kids, their role in the current Ukraine-Russia war, and the need for national privacy and data security protections."
Press Releases,03.01.2022,"Consumer Protection Subcommittee Leader Bilirakis: “We Share Similar Concerns About Big Tech, but the Democrat’s Bills Miss the Target and Hurt the Economy”",https://republicans-energycommerce.house.gov/news/press-release/consumer-protection-subcommittee-leader-bilirakis-we-share-similar-concerns-about-big-tech-but-the-democrats-bills-miss-the-target-and-hurt-the-economy/,"Washington, D.C. — Energy and Commerce Committee Republican Leader for Consumer Protection and Commerce Gus Bilirakis (R-FL) delivered opening remarks at today’s hearing on holding Big Tech accountable.  "
Press Releases,02.28.2022,Rodgers and Westerman Introduce the American Energy Independence from Russia Act,https://republicans-energycommerce.house.gov/news/rodgers-and-westerman-introduce-the-american-energy-independence-from-russia-act/,"Washington, D.C. — House Energy and Commerce Committee Ranking Member Cathy McMorris Rodgers (R-WA) and House Committee on Natural Resources Ranking Member Bruce Westerman (R-AR) released the following statement after introducing the American Energy Independence from Russia Act."
Press Releases,02.28.2022,Rodgers and Guthrie Statement on Health Bills that Passed the House,https://republicans-energycommerce.house.gov/news/rodgers-and-guthrie-statement-on-health-bills-that-passed-the-house-2/,Washington D.C — Energy and Commerce Republican Leader Cathy McMorris Rodgers (R-WA) and Health Subcommittee Republican Leader Brett Guthrie (R-KY) released the following statement about bipartisan health bills that passed the House of Representatives.
Press Releases,02.28.2022,Leader Rodgers Statement Ahead of SCOTUS Hearing Oral Arguments in Case of EPA Overreach,https://republicans-energycommerce.house.gov/news/leader-rodgers-statement-ahead-of-scotus-hearing-oral-arguments-in-case-of-epa-overreach/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement ahead of the Supreme Court hearing oral arguments West Virginia, et al. v. Environmental Protection Agency (EPA)."
Press Releases,02.25.2022,Leader Rodgers Statement on Updated CDC Guidelines,https://republicans-energycommerce.house.gov/news/leader-rodgers-statement-on-updated-cdc-guidelines/,"Washington, D.C.—Today, Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement about the Centers of Disease Control and Prevention’s (CDC) updated COVID-19 guidelines: "
Press Releases,02.24.2022,E&C Republican Leaders Push NIH for Stronger Enforcement of Grants Policies and Compliance Information Regarding EcoHealth Alliance,https://republicans-energycommerce.house.gov/news/ec-republican-leaders-push-nih-for-stronger-enforcement-of-grants-policies-and-compliance-information-regarding-ecohealth-alliance/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA), Subcommittee on Health Republican Leader Brett Guthrie (R-KY), and Subcommittee on Oversight and Investigations Republican Leader Morgan Griffith (R-VA) sent a letter to National Institutes of Health (NIH) Acting Director Lawrence A. Tabak requesting stronger enforcement efforts and information surrounding EcoHealth Alliance’s compliance with NIH’s grant policy and regulations."
Press Releases,02.24.2022,Rodgers and Westerman Joint Statement on Critical Minerals Supply Chains,https://republicans-energycommerce.house.gov/news/rodgers-and-westerman-joint-statement-on-critical-minerals-supply-chains/,"Washington, D.C. — House Energy and Commerce Committee Ranking Member Cathy McMorris Rodgers (R-WA) and House Natural Resources Committee Ranking Member Bruce Westerman (R-AR) released the following statement on the one-year anniversary of President Joe Biden’s Executive Order on America’s Supply Chains."
Hearings,"March 02, 2022",Lessons from the Frontline: COVID-19’s Impact on American Health Care,https://republicans-energycommerce.house.gov/hearings/lessons-from-the-frontline-covid-19s-impact-on-american-health-care/,https://youtu.be/7ZIpXHPT96E
Hearings,"March 01, 2022",Holding Big Tech Accountable: Legislation to Protect Online Users,https://republicans-energycommerce.house.gov/hearings/holding-big-tech-accountable-legislation-to-protect-online-users/,https://youtu.be/0mY6teAxDs8
