category,date,title,url,summary
News,"April 01, 2022",Chairwomen Johnson and Sherrill Congratulate NOAA Research Director Craig McLean on Retirement,https://science.house.gov/news/press-releases/chairwomen-johnson-and-sherrill-congratulate-noaa-research-director-craig-mclean-on-retirement,"(Washington, DC) – On April 1, 2022, Mr. Craig McLean, the Assistant Administrator for Oceanic and Atmospheric Research (OAR) and Acting Chief Scientist at the National Oceanic and Atmospheric Administration (NOAA) will retire after over 40 years in public service. Mr. McLean also served in the NOAA Commissioned Corps for nearly 25 years and retired at the rank of Captain. “I’d like to congratulate Mr. McLean on his retirement from NOAA,” said Chairwoman Eddie Bernice … "
Hearings,"April 06, 2022",SBIR Turns 40: Evaluating Support for Small Business Innovation,https://science.house.gov/hearings/sbir-turns-40-evaluating-support-for-small-business-innovation,
Hearings,"March 31, 2022",The New Normal: Preparing for and Adapting to the Next Phase of COVID-19,https://science.house.gov/hearings/the-new-normal-preparing-for-and-adapting-to-the-next-phase-of-covid-19,
Markups,"April 05, 2022","Full Committee Markup of H.R. 6845, H.R. 3952, H.R. 7077, H.R. 3588, H.R. 6933",https://science.house.gov/markups/full-committee-markup-of-hr-6845-hr-3952-hr-7077-hr-3588-hr-6933,
News,"March 30, 2022",Chairwoman Johnson Statement on the President’s Budget Request,https://science.house.gov/news/press-releases/chairwoman-johnson-statement-on-the-presidents-budget-request,"(Dallas, TX) - On Monday, the Biden Administration released the President's Budget Request for Fiscal Year 2023. ""Strong investments in federal research and development are critical to achieving the progress we hope to see for our nation,"" said Chairwoman Eddie Bernice Johnson (D-TX). ""I'm pleased to see the President propose increasing vital funding for NSF, including support for international collaborations and climate change research. The President's request for NSF and NIST aligns with … "
Hearings,"March 30, 2022",Space Situational Awareness: Guiding the Transition to a Civil Capability,https://science.house.gov/hearings/space-situational-awareness-guiding-the-transition-to-a-civil-capability,
