category,date,title,url
Hearings,"October 05, 2021",Balancing Open Science and Security in the U.S. Research Enterprise,https://science.house.gov/hearings/balancing-open-science-and-security-in-the-us-research-enterprise
Hearings,"September 29, 2021","Members’ Day Hearing: House Committee on Science, Space, and Technology",https://science.house.gov/hearings/09/27/2021/members-day-hearing-house-committee-on-science-space-and-technology
