category,date,time,title,urls
Hearing,12/9/21,1:00 PM,Markup of Various Measures,https://foreignaffairs.house.gov/hearings?ID=F6701E4E-4DAC-426B-A854-9D8856FBBE11
Press Release,12/8/21,,Meeks Issues Statement on Passage of Uyghur and Peng Shuai Related Bills on House Floor ,https://foreignaffairs.house.gov/press-releases?ID=B07F9BF7-75B6-41F7-B624-CB2373BB6736
Hearing,12/9/21,10:00 AM,What’s Next for Libya? The Path to Peace,https://foreignaffairs.house.gov/hearings?ID=406AE53C-4E6F-41A4-9863-D042914A64E0
Hearing,12/8/21,2:30 PM,Roundtable: Bolstering Democracy in the Age of Rising Authoritarianism,https://foreignaffairs.house.gov/hearings?ID=FB534B4B-E812-4CFA-A7FB-61C9E9B30F8B
Hearing,12/8/21,10:00 AM,Biosecurity for the Future: Strengthening Deterrence and Detection,https://foreignaffairs.house.gov/hearings?ID=0FA3EAA7-7B6D-4684-A236-15DEBCD6C081
Press Release,12/7/21,,Meeks Issues Statement on House Passage of NDAA ,https://foreignaffairs.house.gov/press-releases?ID=5AF9E1AD-72C9-449E-A84C-6F779EA63217
Press Release,12/6/21,,Meeks Issues Statement on Administration’s Diplomatic Boycott of the Beijing Winter Olympics,https://foreignaffairs.house.gov/press-releases?ID=A26D593D-3074-44DB-896F-8C9D5E60E83A
