category,date,title,url,summary
Majority Press Releases,"September 30, 2021",Chair DeFazio Statement from Hearing to Assess the Impact of the Federal Government’s COVID-19 Relief and Response Efforts,https://transportation.house.gov/news/press-releases/chair-defazio-statement-from-hearing-to-assess-the-impact-of-the-federal-governments-covid-19-relief-and-response-efforts,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) during today's hearing titled, ""Assessing the Federal Government's COVID-19 Relief and Response Efforts and its Impact - Part II."" Video of DeFazio's opening statement is here. More information on the hearing can be found here.Chair DeFazio:In July, we held the first part of this hearing examining oversight of the … "
Majority Press Releases,"September 28, 2021",ICYMI: Chair DeFazio Closes House Floor Debate on the Infrastructure Investment and Jobs Act,https://transportation.house.gov/news/press-releases/icymi-chair-defazio-closes-house-floor-debate-on-the-infrastructure-investment-and-jobs-act,"WASHINGTON, DC - Rep. Peter DeFazio (D-OR), Chair of the House Committee on Transportation and Infrastructure, opened debate last night on the Senate amendment to H.R. 3684, the Infrastructure Investment and Jobs Act, and closed debate on the House floor today.During the debate, Chair DeFazio made clear it is beyond time for Congress to make badly needed investments in America's infrastructure to create good-paying jobs, boost American manufacturing and ingenuity, and make a down-payment on … "
Majority Press Releases,"September 28, 2021",Chair Norton Statement from Hearing on Examining the Role of Ferries in Improving Mobility,https://transportation.house.gov/news/press-releases/chair-norton-statement-from-hearing-on-examining-the-role-of-ferries-in-improving-mobility,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the Subcommittee on Highways and Transit Eleanor Holmes Norton (D-DC) during today's hearing titled, ""Examining the Role of Ferries in Improving Mobility."" Video of Norton's opening statement is here. More information on the hearing can be found here.Chair Norton:Welcome to today's hearing examining the role of ferries in mobility. While the Subcommittee on Highways and Transit currently oversees … "
Majority Hearings,Oct 06 2021,,https://transportation.house.gov/committee-activity/hearings/emerging-contaminants-forever-chemicals-and-more-challenges-to-water-quality-public-health-and-communities,
Majority Hearings,Sep 30 2021,,https://transportation.house.gov/committee-activity/hearings/assessing-the-federal-governments-covid-19-relief-and-response-efforts-and-its-impact_part-ii,
Majority Hearings,Sep 28 2021,,https://transportation.house.gov/committee-activity/hearings/examining-the-role-of-ferries-in-improving-mobility,
Minority Press Releases,"September 28, 2021",Davis Statement from Hearing on the Role of Ferry Transportation,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405628,
Minority Hearings,"October 6, 2021","Emerging Contaminants, Forever Chemicals, and More: Challenges to Water Quality, Public Health, and Communities",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405629,
Minority Hearings,"September 30, 2021",Assessing the Federal Government’s COVID-19 Relief and Response Efforts and its Impact – Part II,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405626,
Minority Hearings,"September 28, 2021",Examining the Role of Ferries in Improving Mobility,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405625,
