category,date,title,url,summary
Majority Press Releases,"July 29, 2021",Chair DeFazio Statement from Committee Hearing to Assess the Federal Government’s COVID-19 Relief and Response Efforts,https://transportation.house.gov/news/press-releases/chair-defazio-statement-from-committee-hearing-to-assess-the-federal-governments-covid-19-relief-and-response-efforts,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) during today's hearing titled, ""Assessing the Federal Government's COVID-19 Relief and Response Efforts and its Impact."" Video of DeFazio's opening statement is here. More information on the hearing can be found here.Chair DeFazio:Today we will hear about the impact the government's COVID-19 relief funding has had on the … "
Majority Hearings,Jul 29 2021,,https://transportation.house.gov/committee-activity/hearings/assessing-the-federal-governments-covid-19-relief-and_response-efforts-and-its-impact,
Majority Press Releases,"July 28, 2021","T&I Committee Advances Multiple Bills During Markup, Including Legislation to Prevent a Race to the Bottom in International Civil Aviation",https://transportation.house.gov/news/press-releases/tandi-committee-advances-multiple-bills-during-markup-including-legislation-to-prevent-a-race-to-the-bottom-in-international-civil-aviation,"Washington, DC - The House Committee on Transportation and Infrastructure approved a slate of measures during a committee markup today, including bipartisan legislation led by Chair Peter DeFazio (D-OR) to preclude new foreign airlines from operating to and from the United States that exploit ""flags of convenience"" to avoid the regulations of their home countries, or otherwise undermine labor standards. The legislation is now ready for consideration on the House floor.""As Americans start to … "
Majority Press Releases,"July 27, 2021",Chairs DeFazio and Napolitano Applaud the Biden EPA’s Move to Strengthen Clean Water Protections Against Pollution from Coal-Fired Power Plants,https://transportation.house.gov/news/press-releases/chairs-defazio-and-napolitano-applaud-the-biden-epas-move-to-strengthen-clean-water-protections-against-pollution-from-coal-fired-power-plants,"Washington, DC - Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Water Resources and Environment Grace F. Napolitano (D-CA) released the following statements after the U.S. Environmental Protection Agency (EPA) announced that it would set stricter limits on the discharge of wastewater from coal-fired power plants, which often contains toxic metals such as arsenic and mercury that contaminate lakes, rivers, and streams near … "
Majority Hearings,Jul 28 2021,,https://transportation.house.gov/committee-activity/hearings/07/26/2021/full-committee-markup,
Majority Markups,Jul 28 2021,,https://transportation.house.gov/committee-activity/hearings/07/26/2021/full-committee-markup,
Minority Press Releases,"July 29, 2021",Graves Statement from Hearing Examining the Impacts of the Government’s COVID-19 Relief and Response Efforts,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405521,
Minority Press Releases,"July 28, 2021",Committee Approves E-BRIDGE Act to Improve Rural Broadband and Other Legislation ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405520,
Minority Markups,"July 28, 2021","Full Committee Markup (July 28, 2021)",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405515,
Minority Hearings,"July 29, 2021",Assessing the Federal Government’s COVID-19 Relief and Response Efforts and its Impact,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405516,
