category,date,title,url,description
Press Releases,03.17.2022,Guthrie Opening Remarks on Unleashing Innovation for Lifesaving Cures and Treatments,https://republicans-energycommerce.house.gov/news/guthrie-opening-remarks-on-unleashing-innovation-for-lifesaving-cures-and-treatments/,"Washington, D.C. — Health Subcommittee Republican Leader Brett Guthrie (R-KY) delivered remarks at today’s legislative hearing on the Food and Drug Administration (FDA) user fees and bipartisan work to unleash medical innovation. "
Press Releases,03.17.2022,"Leader Rodgers: “Today’s proposals will improve medical oversight, innovation, and advance critical therapies and cures for rare diseases.”",https://republicans-energycommerce.house.gov/news/press-release/leader-rodgers-todays-proposals-will-improve-medical-oversight-innovation-and-advance-critical-therapies-and-cures-for-rare-diseases/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) delivered remarks at today’s Health Subcommittee legislative hearing on the Food and Drug Administration (FDA) user fees and bipartisan work to unleash medical innovation. "
Press Releases,03.16.2022,Communications and Technology Subcommittee Leader Latta’s Opening Remarks on Managing our Spectrum Smartly,https://republicans-energycommerce.house.gov/news/press-release/communications-and-technology-subcommittee-leader-lattas-opening-remarks-on-managing-our-spectrum-smartly/,"Washington, D.C. — Communications and Technology Subcommittee Republican Leader Bob Latta (R-OH) delivered opening remarks at today’s subcommittee hearing on spectrum management.  "
Press Releases,03.16.2022,"Leader Rodgers: “To win the future, we must continue to make spectrum available, promote innovation, and keep up with wireless demands”",https://republicans-energycommerce.house.gov/news/press-release/leader-rodgers-to-win-the-future-we-must-continue-to-make-spectrum-available-promote-innovation-and-keep-up-with-wireless-demands/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) delivered opening remarks at today’s Communications and Technology Subcommittee on ensuring American leadership in next generation communications technology.  "
Press Releases,03.16.2022,Leader Rodgers Statement Following President Zelenskyy’s Address to Congress,https://republicans-energycommerce.house.gov/news/leader-rodgers-statement-following-president-zelenskyys-address-to-congress/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement after Ukrainian President Volodymyr Zelenskyy addressed members of Congress today."
Press Releases,03.15.2022,Rodgers and Guthrie Statement on Two Health Bills Signed into Law,https://republicans-energycommerce.house.gov/news/press-release/rodgers-and-guthrie-statement-on-two-health-bills-signed-into-law/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) and Health Subcommittee Republican Leader Brett Guthrie (R-KY) released the following statement after President Joe Biden signed S. 1543, the “Suicide Training and Awareness Nationally Delivered for Universal Prevention (STANDUP) Act of 2021,” and S. 1662, the “Supporting the Foundation for the National Institutes of Health and the Reagan-Udall Foundation for the Food and Drug Administration Act” into law."
Press Releases,03.15.2022,Rodgers and Guthrie Statement on Methamphetamine Response Act Becoming Law,https://republicans-energycommerce.house.gov/news/rodgers-and-guthrie-statement-on-methamphetamine-response-act-becoming-law/,"Washington, D.C.— House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) and Health Subcommittee Republican Leader Brett Guthrie (R-KY) released the following statement after President Joe Biden signed S.854, the Methamphetamine Response Act, into law yesterday. "
Press Releases,03.15.2022,Energy & Commerce GOP Leaders Request HHS To Confirm Legality of Tenure of Reappointed NIH Directors,https://republicans-energycommerce.house.gov/news/energy-commerce-gop-leaders-request-hhs-to-confirm-legality-of-tenure-of-reappointed-nih-directors/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA), Subcommittee on Health Republican Leader Brett Guthrie (R-KY), and Subcommittee on Oversight and Investigations Republican Leader Morgan Griffith (R-VA) sent a letter to Health and Human Services (HHS) Secretary Xavier Becerra regarding the current legal status of certain directors at the National Institutes of Health (NIH)."
Hearings,"March 17, 2022",The Future of Medicine: Legislation to Encourage Innovation and Improve Oversight,https://republicans-energycommerce.house.gov/hearings/73860/,https://youtu.be/9FOXWNTJoWQ
Hearings,"March 16, 2022",5G and Beyond: Exploring the Next Wireless Frontier,https://republicans-energycommerce.house.gov/hearings/5g-and-beyond-exploring-the-next-wireless-frontier/,https://youtu.be/bcZ1gk3mDqk
