category,date,time,title,urls
Hearing,4/29/22,10:00 AM,Fostering American Competitiveness in Global Climate Action,https://foreignaffairs.house.gov/hearings?ID=04AFCF05-EA04-4153-895E-C2121D1EC9EC
Press Release,4/19/22,,"Meeks, Castro, Cicilline, Titus Call on State Department to Expand Opportunities for LGBTQI+ Diplomats",https://foreignaffairs.house.gov/press-releases?ID=66993DFC-F4CD-4232-B61D-4C585B2A43E8
Hearing,4/28/22,3:00 PM,APCAN Members Briefing on Taiwan,https://foreignaffairs.house.gov/hearings?ID=58CB7457-07EB-4C98-AF2B-E9FEB17D9829
Hearing,4/28/22,10:00 AM,The Role of Young People in Fostering Peace in Northern Ireland,https://foreignaffairs.house.gov/hearings?ID=4829152B-6200-436E-B98F-FC3C5F56D9B7
Hearing,4/28/22,9:00 AM,HFAC Members Briefing on U.S. Security Assistance and Related Matters,https://foreignaffairs.house.gov/hearings?ID=36A3540C-FE06-46A5-ABB1-1597954F0BCF
Hearing,4/27/22,9:00 AM,The State Department's Foreign Policy Priorities and the FY23 Budget Request,https://foreignaffairs.house.gov/hearings?ID=EA5B110A-A974-4344-9F83-B577C27A7A1D
