category,date,title,url,summary
Markups,"Thursday, July 29, 2021",Renewable Energy Transition: A Case Study of How International Collaboration on Offshore Wind Technology Benefits American Workers,https://gop-foreignaffairs.house.gov/hearing/renewable-energy-transition-a-case-study-of-how-international-collaboration-on-offshore-wind-technology-benefits-american-workers/,
Press Releases,07.28.21,MEDIA ADVISORY: McCaul to Join Bipartisan Press Conference to Call for Release of Trevor Reed and Paul Whelan,https://gop-foreignaffairs.house.gov/press-release/media-advisory-mccaul-to-join-bipartisan-press-conference-to-call-for-release-of-trevor-reed-and-paul-whelan/,"Washington, DC –Tomorrow, July 29, 2021, at 10:30AM, House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX), Reps. August Pfluger (R-TX), Haley Stevens (D-MI), Tim Walberg (R-MI),…"
Hearings,"Wednesday, July 28, 2021","Markup of  H.R. 4589,  H.R. 4693, H.R. 1199, H.Res. 496, H.R. 2946, H.R. 4250, H.Res. 497, H.R. 4526,  H.Res. 549,  H.Res. 547,  H.Res. 376, H.R. 4686",https://gop-foreignaffairs.house.gov/markup/markup-of-various-measures-5/,
Markups,"Tuesday, July 27, 2021",Implementation of the Global Child Thrive Act and Investing in Early Childhood Development,https://gop-foreignaffairs.house.gov/hearing/implementation-of-the-global-child-thrive-act-and-investing-in-early-childhood-development/,
Press Releases,07.28.21,"McCaul, Blackburn Introduce the United Nations Transparency and Accountability Act",https://gop-foreignaffairs.house.gov/press-release/mccaul-blackburn-introduce-the-united-nations-transparency-and-accountability-act/,"Washington, DC – House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX) and U.S. Senator Marsha Blackburn (R-TN) introduced the United Nations Transparency and Accountability Act to…"
Press Releases,07.27.21,McCaul Statement on Events in Tunisia,https://gop-foreignaffairs.house.gov/press-release/mccaul-statement-on-events-in-tunisia/,"Washington, D.C. – House Foreign Affairs Committee Lead Republican Michael McCaul has released the following statement on recent events in Tunisia."
Press Releases,07.27.21,"McCaul, McCarthy, and Members of Leader’s Advisory Group on Cuba Send Letter to Biden",https://gop-foreignaffairs.house.gov/press-release/mccaul-mccarthy-and-members-of-leaders-advisory-group-on-cuba-send-letter-to-biden/,"Washington, DC – House Foreign Affairs Committee Lead Republican Michael McCaul, Leader Kevin McCarthy, and members of the Leader’s Advisory Team on Cuba sent a letter to the Biden administration…"
Press Releases,07.26.21,"McCaul, Meeks, Kim, Houlahan Introduce the Global Malnutrition Prevention and Treatment Act of 2021",https://gop-foreignaffairs.house.gov/press-release/mccaul-meeks-kim-houlahan-introduce-the-global-malnutrition-prevention-and-treatment-act-of-2021/,"Washington, DC – Today, House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX), Chairman Gregory W. Meeks (D-NY), and Reps. Young Kim (R-CA) and Chrissy Houlahan (D-PA) introduced…"
Press Releases,07.26.21,"McCaul, Salazar, and Malliotakis Join Peaceful Protesters Demanding Solidarity With the Cuban People",https://gop-foreignaffairs.house.gov/press-release/mccaul-salazar-and-malliotakis-join-peaceful-protesters-demanding-solidarity-with-the-cuban-people/,"Washington D.C.- Today, House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX), Reps. Maria Elvira Salazar (R-FL), Nicole Malliotakis (R-NY), and their colleagues joined members of the…"
Press Releases,07.25.21,"MEDIA ADVISORY: McCaul, Salazar, Malliotakis, and Diaz-Balart To Join Peaceful Protestors Demanding Solidarity With the Cuban People",https://gop-foreignaffairs.house.gov/press-release/media-advisory-mccaul-salazar-malliotakis-and-diaz-balart-to-join-peaceful-protestors-demanding-solidarity-with-the-cuban-people/,"Washington, DC – Tomorrow, House Foreign Affairs Committee Lead Republican Michael McCaul (R-TX), Reps. Maria Elvira Salazar (R-FL), Nicole Malliotakis (R-NY), and Mario Diaz-Balart (R-FL), and…"
Press Releases,07.23.21,McCaul Again Calls for Congressional Investigation into Origins of COVID,https://gop-foreignaffairs.house.gov/press-release/mccaul-again-calls-for-congressional-investigation-into-origins-of-covid/,"Washington, DC – House Foreign Affairs Committee Lead Republican Michael McCaul released the following statement after the Biden Administration said it was “deeply disappointed” the…"
