category,date,title,url,description
Press Releases,"March 2, 2022",Committee Approves Bills to Strengthen Homeland Security Mission,https://republicans-homeland.house.gov/committee-approves-bills-to-strengthen-homeland-security-mission/,"Committee Approves Bills to Strengthen Homeland Security Mission WASHINGTON, DC – Today, the House Committee on Homeland Security advanced five Homeland Republican..."
Press Releases,"March 2, 2022",Committee Approves Bills to Strengthen Homeland Security Mission,https://republicans-homeland.house.gov/committee-approves-bills-to-strengthen-homeland-security-mission/,"Committee Approves Bills to Strengthen Homeland Security Mission WASHINGTON, DC – Today, the House Committee on Homeland Security advanced five Homeland Republican..."
Press Releases,"March 2, 2022",Higgins Opening Statement in Remain in Mexico Policy Hearing,https://republicans-homeland.house.gov/higgins-opening-statement-in-remain-in-mexico-policy-hearing/,"Higgins Opening Statement in Remain in Mexico Policy Hearing WASHINGTON, DC – Rep. Clay Higgins (R-LA), Ranking Member of..."
Press Releases,"March 2, 2022",Katko on President Biden’s First State of the Union Address,https://republicans-homeland.house.gov/katko-on-president-bidens-first-state-of-the-union-address/,"Katko on President Biden’s First State of the Union Address WASHINGTON, DC – Rep. John Katko (R-NY), Ranking Member..."
Press Releases,"March 1, 2022",Cammack Opening Statement in FEMA Hearing,https://republicans-homeland.house.gov/cammack-opening-statement-in-fema-hearing/,"Cammack Opening Statement in FEMA Hearing WASHINGTON, DC – Rep. Kat Cammack (R-FL), Ranking Member of the Emergency Preparedness, Response,..."
